"","congressionaldistrict","fips","czone","d2_turnout_2002_2010","d2_shnr_2002_2004","d2_shnr_2002_2006","d2_shnr_2002_2008","d2_shnr_2002_2010","d2_shnr_2002_2012","d2_shnr_2002_2014","d2_shnr_2002_2016","d2_shnr_distr_2002_2010","d2_shnr_solidd_2002_2010","d2_shnr_solidr_2002_2010","d2_shnr_competitive_2002_2010","d2_rwin_2002_2004","d2_rwin_2002_2006","d2_rwin_2002_2008","d2_rwin_2002_2010","d2_rwin_2002_2012","d2_rwin_2002_2014","d2_rwin_2002_2016","d2_cfavg_demlib_2002_2004","d2_cfavg_demlib_2002_2006","d2_cfavg_demlib_2002_2008","d2_cfavg_demlib_2002_2010","d2_cfavg_demlib_2002_2012","d2_cfavg_demlib_2002_2014","d2_cfavg_demlib_2002_2016","d2_cfavg_demmod_2002_2004","d2_cfavg_demmod_2002_2006","d2_cfavg_demmod_2002_2008","d2_cfavg_demmod_2002_2010","d2_cfavg_demmod_2002_2012","d2_cfavg_demmod_2002_2014","d2_cfavg_demmod_2002_2016","d2_cfavg_repmod_2002_2004","d2_cfavg_repmod_2002_2006","d2_cfavg_repmod_2002_2008","d2_cfavg_repmod_2002_2010","d2_cfavg_repmod_2002_2012","d2_cfavg_repmod_2002_2014","d2_cfavg_repmod_2002_2016","d2_cfavg_repcon_2002_2004","d2_cfavg_repcon_2002_2006","d2_cfavg_repcon_2002_2008","d2_cfavg_repcon_2002_2010","d2_cfavg_repcon_2002_2012","d2_cfavg_repcon_2002_2014","d2_cfavg_repcon_2002_2016","d2_nominate_demlib_2002_2010","d2_nominate_demmod_2002_2010","d2_nominate_repmod_2002_2010","d2_nominate_repcon_2002_2010","d2_teaparty_2002_2010","d_party_2002_2004","d_party_2004_2006","d_party_2006_2008","d_party_2008_2010","d_party_2010_2012","d_party_2012_2014","d_party_2014_2016","d_imp_usch_pd","d_imp_otch_lag_pd","reg_midatl","reg_encen","reg_wncen","reg_satl","reg_escen","reg_wscen","reg_mount","reg_pacif","l_shind_manuf_cbp","l_sh_routine33","l_task_outsource","shnr_pres2000","shnr_pres1996","l_sh_pop_f","l_sh_pop_edu_c","l_sh_fborn","l_sh_pop_age_1019","l_sh_pop_age_2029","l_sh_pop_age_3039","l_sh_pop_age_4049","l_sh_pop_age_5059","l_sh_pop_age_6069","l_sh_pop_age_7079","l_sh_pop_age_8000","l_sh_pop_white","l_sh_pop_black","l_sh_pop_asian","l_sh_pop_hispanic","sh_district_2002","majority_white","redistrict_2004","redistrict_2006","redistrict_2012","redistrict_2016","house20_r","house16_r","d2_shnr_2016_20","d2_shnr_2002_2020","rep_control","_merge"
"508","FL 1",12133,9900,0.0754784643650055,8.10587406158447,-2.60162353515625,6.22122287750244,38.4101867675781,38.4101867675781,37.0696563720703,37.0696563720703,25.4008884429932,0,38.4101867675781,0,0,0,0,0,0,-100,-100,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.572549605014681,0.672493376217651,0,0,0,1,0,0,0,0,0.0678454712033272,30.7962265014648,-0.00554472208023071,0.640988647937775,0.540837228298187,0.485862791538239,0.324243277311325,0.0247937832027674,0.132599055767059,0.114242121577263,0.147379964590073,0.14404234290123,0.129309117794037,0.0974109545350075,0.0683736205101013,0.0423878319561481,0.817241191864014,0.136937960982323,0.00362370675429702,0.0230296086519957,0.0332277975976467,1,0,0,1,1,100,76.9505462646484,0.230494499206543,60.1191101074219,1,"matched (3)"
"509","GA 1",13001,9001,NA,30.875057220459,30.875057220459,32.594596862793,37.2957992553711,37.2957992553711,46.839427947998,54.4148254394531,30.9851112365723,0,37.2957992553711,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,1,1,0,1.30531980413281,4.47350446494321,0,0,0,1,0,0,0,0,0.278687000274658,26.7816600799561,-0.92669278383255,0.653052985668182,0.554042160511017,0.507377028465271,0.300981462001801,0.0339284688234329,0.155232787132263,0.129054486751556,0.141282513737679,0.145243704319,0.122108042240143,0.0788219794631004,0.0550548247992992,0.0282450206577778,0.767897129058838,0.195878058671951,0.00298524601384997,0.0454675927758217,0.0278106518089771,1,0,1,1,0,78.9408111572266,80.4990997314453,-0.0155829191207886,52.8565368652344,1,"matched (3)"
"510","GA 1",13003,8601,NA,34.8556098937988,34.8556098937988,38.0986976623535,42.5152359008789,42.5152359008789,42.5152359008789,15.4354391098022,30.9851112365723,0,42.5152359008789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.593302651667175,2.2100546824154,0,0,0,1,0,0,0,0,0.33096644282341,29.1407470703125,-0.951916873455048,0.599353134632111,0.487899094820023,0.504928350448608,0.203642010688782,0.120515182614326,0.161387830972672,0.151005387306213,0.151136815547943,0.128137737512589,0.0993560254573822,0.0680772736668587,0.0391641482710838,0.0247075837105513,0.667893290519714,0.196083590388298,0.00118280982133001,0.16953606903553,0.0116173569113016,1,0,1,1,0,75.7659225463867,72.9202041625977,0.0284571647644043,18.2811584472656,1,"matched (3)"
"511","GA 1",13005,8601,NA,24.1582508087158,24.1582508087158,27.5416374206543,31.1664047241211,31.1664047241211,32.3843612670898,47.4429740905762,30.9851112365723,0,31.1664047241211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.593302651667175,2.2100546824154,0,0,0,1,0,0,0,0,0.33096644282341,29.1407470703125,-0.951916873455048,0.67767345905304,0.537451446056366,0.509848594665527,0.236934870481491,0.016430763527751,0.146491140127182,0.139562502503395,0.142927840352058,0.141443133354187,0.114025540649891,0.0815599337220192,0.0609719902276993,0.028803326189518,0.81480747461319,0.156983077526093,0.00296941492706537,0.033851332962513,0.0163379348814487,1,0,1,1,0,87.5896072387695,99.9695281982422,-0.123799264431,35.0630531311035,1,"matched (3)"
"512","GA 2",13007,10200,NA,23.7670822143555,23.7670822143555,23.9312572479248,44.3248405456543,44.3248405456543,51.9013214111328,52.0250244140625,49.6460266113281,0,0,44.3248405456543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.741929345445576,1.28298643721267,0,0,0,1,0,0,0,0,0.222554624080658,27.0682926177979,-0.621872782707214,0.407836407423019,0.299318253993988,0.53706431388855,0.25639009475708,0.0191458035260439,0.153657332062721,0.132302403450012,0.137947961688042,0.133284240961075,0.115365736186504,0.0822287648916245,0.0611192919313908,0.0343642607331276,0.474226802587509,0.50392735004425,0,0.0272459499537945,0.00650534732267261,1,0,1,1,0,48.5488128662109,44.6581192016602,0.0389069318771362,55.9157180786133,0,"matched (3)"
"513","GA 3",13009,9002,NA,-10.5292205810547,-10.5292205810547,-19.5195980072021,-12.0308609008789,-12.0308609008789,-60.5293731689453,-12.0308609008789,-17.3624572753906,0,0,-12.0308609008789,0,0,0,13.5503349304199,13.5503349304199,13.5503349304199,13.5503349304199,-100,-100,-100,-100,-100,-100,-100,100,100,100,86.4496612548828,86.4496612548828,86.4496612548828,86.4496612548828,0,0,0,0,0,0,0,0,0,0,13.5503349304199,13.5503349304199,13.5503349304199,13.5503349304199,0,-100,0,100,0,0,0,0,0.135503351688385,0.864496648311615,0,0,0.747532585056128,2.28680439198418,0,0,0,1,0,0,0,0,0.285737216472626,28.8223476409912,-0.910901129245758,0.506197929382324,0.443273186683655,0.460134208202362,0.371734917163849,0.0187248326838017,0.152975395321846,0.173624157905579,0.157941833138466,0.149977624416351,0.109709173440933,0.0722595080733299,0.0474496632814407,0.0251230429857969,0.541722595691681,0.433825492858887,0.0100671136751771,0.013579417951405,0.0752832368016243,1,0,1,1,0,51.3194961547852,99.9010848999023,-0.4858158826828,-60.6124496459961,1,"matched (3)"
"514","GA 9",13011,9400,NA,6.95733451843262,6.95733451843262,3.84581089019775,14.2414455413818,14.2414455413818,20.1617240905762,32.6969566345215,1.44557952880859,0,14.2414455413818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0.928743207580926,1.76820587102103,0,0,0,1,0,0,0,0,0.32869365811348,30.585506439209,-0.372436225414276,0.724141478538513,0.556236028671265,0.495007634162903,0.270503133535385,0.0211482457816601,0.141242548823357,0.133407294750214,0.157259747385979,0.151435300707817,0.122105114161968,0.0761336833238602,0.0483982786536217,0.0225350167602301,0.931562900543213,0.0321730673313141,0.00603245059028268,0.0341838859021664,0.0227852538228035,1,0,1,1,0,89.5325775146484,100,-0.104674220085144,22.2295341491699,1,"matched (3)"
"515","GA 9",13013,9301,NA,3.23879718780518,3.23879718780518,0.130158662796021,6.0948314666748,6.0948314666748,-15.4272317886353,6.0948314666748,-2.39103436470032,0,6.0948314666748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0.693948374060778,1.71127586853152,0,0,0,1,0,0,0,0,0.224158510565758,30.0909252166748,-0.393152981996536,0.68425452709198,0.576257944107056,0.502882242202759,0.373230546712875,0.0364077687263489,0.142488732933998,0.14623786509037,0.183035716414452,0.139844834804535,0.0998613014817238,0.0590542666614056,0.0401569008827209,0.0237083919346333,0.848409354686737,0.0971523895859718,0.0219746883958578,0.0316400825977325,0.0706693902611732,1,0,1,1,0,73.0738983154297,100,-0.269261002540588,-20.8312702178955,1,"matched (3)"
"516","GA 7",13015,6600,NA,27.1727561950684,27.1727561950684,26.7884616851807,53.8623924255371,53.8623924255371,77.7216033935547,56.6503524780273,50.0147476196289,0,53.8623924255371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0.905913206751222,2.11878921806576,0,0,0,1,0,0,0,0,0.400030463933945,31.9204597473145,-0.236314654350281,0.662225842475891,0.574434757232666,0.505913019180298,0.375926434993744,0.0254410076886415,0.144108712673187,0.135558217763901,0.171812310814857,0.149488940834999,0.110209286212921,0.065615177154541,0.0429234802722931,0.0209684427827597,0.877859473228455,0.0868204012513161,0.00507767777889967,0.0332022272050381,0.060291163623333,1,0,1,1,0,76.7479400634766,78.9287490844727,-0.0218080878257751,54.4695434570312,1,"matched (3)"
"517","GA 11",13015,6600,NA,14.2932949066162,14.2932949066162,13.9090003967285,40.9829330444336,40.9829330444336,64.8421401977539,43.7708854675293,34.7154426574707,0,0,40.9829330444336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0.905913206751222,2.11878921806576,0,0,0,1,0,0,0,0,0.400030463933945,31.9204597473145,-0.236314654350281,0.662225842475891,0.574434757232666,0.505913019180298,0.375926434993744,0.0254410076886415,0.144108712673187,0.135558217763901,0.171812310814857,0.149488940834999,0.110209286212921,0.065615177154541,0.0429234802722931,0.0209684427827597,0.877859473228455,0.0868204012513161,0.00507767777889967,0.0332022272050381,0.0601975582540035,1,0,1,1,0,76.7479400634766,78.9287490844727,-0.0218080878257751,41.5900764465332,1,"matched (3)"
"518","GA 1",13017,8501,NA,46.7938079833984,46.7938079833984,43.9685478210449,53.8613014221191,53.8612976074219,53.8612976074219,20.6859474182129,31.1025199890137,0,53.8613014221191,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,-100,0,100,0,0,1,0,1,0,0,0,1.63799328697989,2.54865771262038,0,0,0,1,0,0,0,0,0.528513789176941,27.9334125518799,-0.603236198425293,0.515907466411591,0.408145308494568,0.521333813667297,0.285896271467209,0.0338023342192173,0.158659338951111,0.132864326238632,0.13183481991291,0.142415925860405,0.111930906772614,0.076298326253891,0.0622855164110661,0.0370052605867386,0.632521152496338,0.326355516910553,0.00280256243422627,0.0457561202347279,0.0277777779847383,1,0,1,1,0,65.1963119506836,66.8246459960938,-0.0162833333015442,19.0576133728027,1,"matched (3)"
"519","GA 1",13019,8503,NA,37.5794334411621,37.5794334411621,43.8962326049805,50.5453567504883,50.5453567504883,50.5453567504883,34.8633155822754,30.9851112365723,0,50.5453567504883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.634316764618537,1.61018452587709,0,0,0,1,0,0,0,0,0.231164261698723,27.1137390136719,-0.713816821575165,0.623659193515778,0.485558956861496,0.508777320384979,0.314419686794281,0.0135509697720408,0.151524484157562,0.129042193293571,0.145796120166779,0.136864796280861,0.119371727108955,0.0856174901127815,0.0534031428396702,0.0317831858992577,0.854758262634277,0.114320911467075,0.00295657524839044,0.0236526019871235,0.0258842874318361,1,0,1,1,0,84.6985015869141,84.3195724487305,0.00378930568695068,35.242244720459,1,"matched (3)"
"520","GA 3",13021,8900,NA,-12.1688899993896,-12.1688899993896,-19.9785079956055,-12.1930236816406,-12.1930236816406,-8.57502555847168,-13.8203353881836,-9.12523555755615,0,0,-12.1930236816406,0,0,0,100,100,100,100,-100,-100,-100,-100,-100,-100,-100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,-100,0,100,0,0,0,0,1,0.893993496894836,0,0,0.443500134611018,0.975014567992837,0,0,0,1,0,0,0,0,0.159178793430328,31.291934967041,-0.541616380214691,0.490566045045853,0.437355488538742,0.539922118186951,0.45512655377388,0.018825501203537,0.147198915481567,0.140161290764809,0.142383694648743,0.146451622247696,0.109060540795326,0.0713445544242859,0.0598036237061024,0.0334856100380421,0.501322388648987,0.473191380500793,0.0107741393148899,0.0131460092961788,0.200662031769753,1,0,1,1,0,37.9779357910156,39.9055213928223,-0.0192758738994598,-15.7479209899902,0,"matched (3)"
"521","GA 8",13021,8900,NA,-3.94367575645447,-3.94367575645447,-11.7532939910889,-3.96780967712402,-3.96781253814697,-3.7685661315918,-39.3664703369141,0.465482473373413,0,-3.96780967712402,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,100,100,100,100,100,100,100,0,-100,0,100,0,0,1,0,1,0.0267773140221834,0,0,0.443500134611018,0.975014567992837,0,0,0,1,0,0,0,0,0.159178793430328,31.291934967041,-0.541616380214691,0.490566045045853,0.437355488538742,0.539922118186951,0.45512655377388,0.018825501203537,0.147198915481567,0.140161290764809,0.142383694648743,0.146451622247696,0.109060540795326,0.0713445544242859,0.0598036237061024,0.0334856100380421,0.501322388648987,0.473191380500793,0.0107741393148899,0.0131460092961788,0.0431752242147923,1,0,1,1,0,37.9779357910156,39.9055213928223,-0.0192758738994598,-41.2940559387207,0,"matched (3)"
"522","GA 3",13023,8900,NA,-17.3425731658936,-17.3425731658936,-24.2658233642578,-8.90470695495605,-8.90470695495605,-8.90470695495605,-29.8421440124512,-9.12523555755615,0,0,-8.90470695495605,0,0,0,100,100,100,100,-100,-100,-100,-100,-100,-100,-100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,-100,0,100,0,0,0,0,1,0,0,0,0.443500134611018,0.975014567992837,0,0,0,1,0,0,0,0,0.159178793430328,31.291934967041,-0.541616380214691,0.656761646270752,0.544541358947754,0.518258213996887,0.35979637503624,0.0143151041120291,0.175295725464821,0.119578264653683,0.142293840646744,0.131921827793121,0.111177779734135,0.08460483700037,0.0627464428544044,0.0339447967708111,0.73238468170166,0.245928332209587,0.00934339128434658,0.00917195249348879,0.0184339433908463,1,0,1,1,0,77.7916946411133,79.0625610351562,-0.0127086639404297,-31.1130104064941,1,"matched (3)"
"523","GA 1",13025,8602,NA,21.7996292114258,21.7996292114258,28.1000137329102,35.1979064941406,35.1979064941406,35.4032325744629,49.7773284912109,30.9851112365723,0,35.1979064941406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159451858972693,0.437570189098192,0,0,0,1,0,0,0,0,0.0907388627529144,30.5546817779541,-0.867527425289154,0.694427490234375,0.537778258323669,0.498051822185516,0.250700294971466,0.00868138670921326,0.159477755427361,0.12693963944912,0.153052151203156,0.147378489375114,0.119488686323166,0.0814819857478142,0.0426549986004829,0.0194134935736656,0.943605184555054,0.0397839918732643,0.000888645823579282,0.0103903207927942,0.0229761116206646,1,0,1,1,0,91.0673294067383,99.5794448852539,-0.0851211547851562,41.2652130126953,1,"matched (3)"
"524","GA 2",13027,8503,NA,33.5599517822266,33.5599517822266,32.8236808776855,52.312385559082,52.312385559082,52.312385559082,13.8265790939331,49.6460266113281,0,0,52.312385559082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.634316764618537,1.61018452587709,0,0,0,1,0,0,0,0,0.231164261698723,27.1137390136719,-0.713816821575165,0.534418284893036,0.467808812856674,0.520243167877197,0.303873747587204,0.0170212760567665,0.157021269202232,0.121215805411339,0.131306990981102,0.137750759720802,0.115501523017883,0.0837082043290138,0.0671732500195503,0.0449240133166313,0.573617041110992,0.393434643745422,0.00261398172006011,0.0306990873068571,0.02641904912889,1,0,1,1,0,61.8977890014648,61.5141944885254,0.00383597612380981,14.2101736068726,1,"matched (3)"
"525","GA 1",13029,8800,NA,10.7621431350708,10.7621431350708,11.5233716964722,14.3156471252441,14.3156471252441,13.451343536377,37.5015029907227,30.9851112365723,0,14.3156471252441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221536665456366,0.267662492969265,0,0,0,1,0,0,0,0,0.115345939993858,27.8671531677246,-0.857640027999878,0.690006017684937,0.624357163906097,0.504505276679993,0.461592137813568,0.0252807792276144,0.178331986069679,0.114275954663754,0.164880216121674,0.171243116259575,0.107486017048359,0.0534227266907692,0.0335653573274612,0.0162275265902281,0.827860116958618,0.141393005847931,0.00772942742332816,0.019857369363308,0.0109555115923285,1,0,1,1,0,70.6487426757812,99.3865966796875,-0.287378549575806,8.76364898681641,1,"matched (3)"
"526","GA 12",13029,8800,NA,-2.87888646125793,-2.87888646125793,-2.11765766143799,0.674617290496826,0.674617290496826,-0.189685821533203,23.8604717254639,-3.87451648712158,0,0,0.674617290496826,-100,-100,-100,-100,-100,-100,-100,0,0,0,0,0,0,0,100,100,100,100,100,100,100,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100,-100,0,100,-100,0,0,1,1,0,0,0,0,0,0.221536665456366,0.267662492969265,0,0,0,1,0,0,0,0,0.115345939993858,27.8671531677246,-0.857640027999878,0.690006017684937,0.624357163906097,0.504505276679993,0.461592137813568,0.0252807792276144,0.178331986069679,0.114275954663754,0.164880216121674,0.171243116259575,0.107486017048359,0.0534227266907692,0.0335653573274612,0.0162275265902281,0.827860116958618,0.141393005847931,0.00772942742332816,0.019857369363308,0.0236686021089554,1,0,1,1,0,70.6487426757812,99.3865966796875,-0.287378549575806,-4.87738227844238,1,"matched (3)"
"527","GA 12",13031,8702,NA,-7.26718902587891,-7.26718902587891,-24.8047256469727,-12.5199975967407,-12.5199975967407,-1.6178160905838,5.27797031402588,-13.2854518890381,0,0,-12.5199975967407,-100,-100,-100,-100,-100,0,0,0,0,0,0,0,0,0,100,100,100,100,100,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,0,0,0,100,-100,0,0,1,0,0,0,0,1,0,1.18712241756444,3.51106970532042,0,0,0,1,0,0,0,0,0.288629144430161,26.3338031768799,-0.970110595226288,0.617838263511658,0.551922023296356,0.513155817985535,0.482567846775055,0.030884375795722,0.196256011724472,0.233410149812698,0.121018879115582,0.118678882718086,0.0872229039669037,0.0595716573297977,0.040065735578537,0.0245074406266212,0.686994254589081,0.287605166435242,0.00823464244604111,0.0187914185225964,0.0925200060009956,1,0,1,1,0,63.7685585021973,65.4757080078125,-0.0170714855194092,3.57082080841064,1,"matched (3)"
"528","GA 12",13033,8401,NA,-3.45727205276489,-3.45727205276489,-21.6055240631104,-14.7308053970337,-14.7308053970337,-5.90824174880981,1.9666850566864,-13.2854518890381,0,0,-14.7308053970337,-100,-100,-100,-100,-100,0,0,0,0,0,0,0,0,0,100,100,100,100,100,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,0,0,0,100,-100,0,0,1,0,0,0,0,1,0,0.810203810961674,1.92192305427133,0,0,0,1,0,0,0,0,0.2657330930233,28.2805824279785,-0.792983412742615,0.476137846708298,0.398193418979645,0.525423765182495,0.278527498245239,0.00840713921934366,0.174391940236092,0.12057726085186,0.137391537427902,0.148496150970459,0.105606257915497,0.0673919916152954,0.0494987182319164,0.0279188957065344,0.46904644370079,0.509958207607269,0.00256260391324759,0.0142067167907953,0.0325158797204494,1,0,1,1,0,52.4635734558105,51.9330902099609,0.00530481338500977,2.49716830253601,1,"matched (3)"
"529","GA 13",13035,9200,NA,-42.0901222229004,-42.0901222229004,-53.7776527404785,-43.9344520568848,-43.9344520568848,-72.3512802124023,-43.9630508422852,-37.1274032592773,-43.9344520568848,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,-100,0,100,0,0,0,0,1,0,0,0,2.07984932094609,3.78130876614774,0,0,0,1,0,0,0,0,0.326104134321213,31.5691032409668,-0.570070803165436,0.583667576313019,0.471610397100449,0.46711403131485,0.298812717199326,0.00865689944475889,0.139227539300919,0.137332245707512,0.170371890068054,0.162790700793266,0.118430487811565,0.0740190520882607,0.043489396572113,0.0243827477097511,0.692244648933411,0.288238912820816,0.0025612129829824,0.0141891203820705,0.0138123510405421,1,0,1,1,0,72.7781677246094,99.8715972900391,-0.270934343338013,-71.0564804077148,1,"matched (3)"
"530","GA 8",13035,9200,NA,-2.6013195514679,-2.6013195514679,-14.2888488769531,-4.44564819335938,-4.44564819335938,-32.8732414245605,-4.44564819335938,0.465482473373413,0,-4.44564819335938,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,100,100,100,100,100,100,100,0,-100,0,100,0,0,1,0,1,0,0,0,2.07984932094609,3.78130876614774,0,0,0,1,0,0,0,0,0.326104134321213,31.5691032409668,-0.570070803165436,0.583667576313019,0.471610397100449,0.46711403131485,0.298812717199326,0.00865689944475889,0.139227539300919,0.137332245707512,0.170371890068054,0.162790700793266,0.118430487811565,0.0740190520882607,0.043489396572113,0.0243827477097511,0.692244648933411,0.288238912820816,0.0025612129829824,0.0141891203820705,0.0187719315290451,1,0,1,1,0,72.7781677246094,99.8715972900391,-0.270934343338013,-31.5390777587891,1,"matched (3)"
"531","GA 2",13037,10301,NA,21.6505355834961,21.6505355834961,17.0520877838135,34.1106338500977,34.1106338500977,40.5145034790039,37.1233139038086,49.6460266113281,0,0,34.1106338500977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17894595781622,2.74882214386171,0,0,0,1,0,0,0,0,0.401126265525818,26.8273143768311,-0.626306414604187,0.409621566534042,0.307725012302399,0.434651911258698,0.317512273788452,0.0189873408526182,0.129588603973389,0.158227846026421,0.17436708509922,0.160126581788063,0.097626581788063,0.066139243543148,0.0583860762417316,0.0360759496688843,0.38259494304657,0.606012642383575,0.000632911396678537,0.0299050640314817,0.0108202761039138,0,0,1,1,0,32.1445121765137,31.4972457885742,0.00647264719009399,37.770580291748,0,"matched (3)"
"532","GA 1",13039,7600,NA,27.1878776550293,27.1878776550293,25.4490966796875,32.4635391235352,32.4635391235352,33.9665412902832,63.8801155090332,30.9851112365723,0,32.4635391235352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288891157268657,0.569959925652397,0,0,0,1,0,0,0,0,0.0854330733418465,33.4241600036621,0.00218003988265991,0.636667013168335,0.536735355854034,0.483189821243286,0.500726938247681,0.0232456941157579,0.170369178056717,0.184660136699677,0.17598021030426,0.133657023310661,0.0811652615666389,0.0425522178411484,0.0239785630255938,0.0100998533889651,0.750389337539673,0.201149687170982,0.0100998533889651,0.0362999252974987,0.0653780400753021,1,0,1,1,0,66.361457824707,99.9477005004883,-0.335862457752228,30.293872833252,1,"matched (3)"
"533","GA 3",13043,8702,NA,-11.6174964904785,-11.6174964904785,-34.122859954834,-14.1759548187256,-14.1759548187256,-3.12269639968872,9.68820762634277,-18.6535797119141,0,0,-14.1759548187256,0,0,0,0,0,100,100,-100,-100,-100,-100,-100,-100,-100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,1,0,1.18712241756444,3.51106970532042,0,0,0,1,0,0,0,0,0.288629144430161,26.3338031768799,-0.970110595226288,0.609450697898865,0.507633566856384,0.498381555080414,0.27684074640274,0.0611882619559765,0.155058994889259,0.131982877850533,0.12916362285614,0.12916362285614,0.117991022765636,0.0778949558734894,0.0667223557829857,0.0498068295419216,0.654484689235687,0.270752847194672,0.00281925452873111,0.0920956432819366,0.0150850564241409,1,0,1,1,0,72.7946319580078,74.3183059692383,-0.0152367949485779,8.1645336151123,1,"matched (3)"
"534","GA 11",13045,9600,NA,8.25374698638916,8.25374698638916,5.20580387115479,29.5408306121826,29.5408306121826,29.5408306121826,1.15566849708557,23.7010955810547,0,0,29.5408306121826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56412363226122,2.71708960141436,0,0,0,1,0,0,0,0,0.328834116458893,31.0274696350098,-0.541001081466675,0.650995671749115,0.569381177425385,0.512627780437469,0.368434846401215,0.0294609703123569,0.157675206661224,0.160390973091125,0.150754004716873,0.138951271772385,0.108424626290798,0.0693152099847794,0.0442315638065338,0.0254274196922779,0.805163383483887,0.163186967372894,0.00616491725668311,0.0257024336606264,0.0468394197523594,1,0,1,1,0,71.6649017333984,71.6148376464844,0.000500679016113281,1.20573258399963,1,"matched (3)"
