"","congressionaldistrict","fips","czone","d2_turnout_2002_2010","d2_shnr_2002_2004","d2_shnr_2002_2006","d2_shnr_2002_2008","d2_shnr_2002_2010","d2_shnr_2002_2012","d2_shnr_2002_2014","d2_shnr_2002_2016","d2_shnr_distr_2002_2010","d2_shnr_solidd_2002_2010","d2_shnr_solidr_2002_2010","d2_shnr_competitive_2002_2010","d2_rwin_2002_2004","d2_rwin_2002_2006","d2_rwin_2002_2008","d2_rwin_2002_2010","d2_rwin_2002_2012","d2_rwin_2002_2014","d2_rwin_2002_2016","d2_cfavg_demlib_2002_2004","d2_cfavg_demlib_2002_2006","d2_cfavg_demlib_2002_2008","d2_cfavg_demlib_2002_2010","d2_cfavg_demlib_2002_2012","d2_cfavg_demlib_2002_2014","d2_cfavg_demlib_2002_2016","d2_cfavg_demmod_2002_2004","d2_cfavg_demmod_2002_2006","d2_cfavg_demmod_2002_2008","d2_cfavg_demmod_2002_2010","d2_cfavg_demmod_2002_2012","d2_cfavg_demmod_2002_2014","d2_cfavg_demmod_2002_2016","d2_cfavg_repmod_2002_2004","d2_cfavg_repmod_2002_2006","d2_cfavg_repmod_2002_2008","d2_cfavg_repmod_2002_2010","d2_cfavg_repmod_2002_2012","d2_cfavg_repmod_2002_2014","d2_cfavg_repmod_2002_2016","d2_cfavg_repcon_2002_2004","d2_cfavg_repcon_2002_2006","d2_cfavg_repcon_2002_2008","d2_cfavg_repcon_2002_2010","d2_cfavg_repcon_2002_2012","d2_cfavg_repcon_2002_2014","d2_cfavg_repcon_2002_2016","d2_nominate_demlib_2002_2010","d2_nominate_demmod_2002_2010","d2_nominate_repmod_2002_2010","d2_nominate_repcon_2002_2010","d2_teaparty_2002_2010","d_party_2002_2004","d_party_2004_2006","d_party_2006_2008","d_party_2008_2010","d_party_2010_2012","d_party_2012_2014","d_party_2014_2016","d_imp_usch_pd","d_imp_otch_lag_pd","reg_midatl","reg_encen","reg_wncen","reg_satl","reg_escen","reg_wscen","reg_mount","reg_pacif","l_shind_manuf_cbp","l_sh_routine33","l_task_outsource","shnr_pres2000","shnr_pres1996","l_sh_pop_f","l_sh_pop_edu_c","l_sh_fborn","l_sh_pop_age_1019","l_sh_pop_age_2029","l_sh_pop_age_3039","l_sh_pop_age_4049","l_sh_pop_age_5059","l_sh_pop_age_6069","l_sh_pop_age_7079","l_sh_pop_age_8000","l_sh_pop_white","l_sh_pop_black","l_sh_pop_asian","l_sh_pop_hispanic","sh_district_2002","majority_white","redistrict_2004","redistrict_2006","redistrict_2012","redistrict_2016","house20_r","house16_r","d2_shnr_2016_20","d2_shnr_2002_2020","rep_control","_merge"
"2191","NM 3",35059,34804,NA,45.7347259521484,39.2882080078125,58.5147247314453,62.6206893920898,62.6206893920898,66.8393020629883,71.2346420288086,43.0139846801758,62.6206893920898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,100,0,0,0,0,0,0,0,0,0,0,0.0369780989944921,0.129232287800605,0,0,0,0,0,0,1,0,0.0228763930499554,27.334171295166,-1.04810476303101,0.73740565776825,0.657220721244812,0.5076664686203,0.359655410051346,0.0215620510280132,0.166746526956558,0.0855294689536095,0.116195492446423,0.152850985527039,0.114758029580116,0.100383326411247,0.0819357931613922,0.0481552481651306,0.80378532409668,0,0.00335409678518772,0.350982278585434,0.0070672775618732,1,0,0,1,0,77.0200576782227,68.7909469604492,0.0822910666465759,79.463752746582,1,"matched (3)"
"2192","NM 1",35061,34901,0.0685949921607971,2.95522212982178,-5.49691295623779,-11.0621929168701,-5.70922470092773,-5.70922470092773,0.412297248840332,-1.8268883228302,-7.22081089019775,0,0,-5.70922470092773,0,0,-100,-100,-100,-100,-100,0,0,100,0,0,0,0,0,0,0,100,100,100,100,-100,0,-100,-100,-100,-100,-100,100,0,0,0,0,0,0,0,100,-100,0,0,0,0,1,0,0.569047570228577,0,0,0.523763309532719,0.989223840785005,0,0,0,0,0,0,1,0,0.108149364590645,32.2154388427734,-3.85940074920654e-05,0.523893415927887,0.459021776914597,0.498337149620056,0.438472986221313,0.0638982951641083,0.167598858475685,0.116579994559288,0.154991537332535,0.150426298379898,0.108991414308548,0.0718496814370155,0.0461512878537178,0.0222971346229315,0.665149986743927,0.0126526784151793,0.00355242472141981,0.549809515476227,0.0369213670492172,0,0,0,1,0,52.1592063903809,60.1788215637207,-0.0801961421966553,-9.84650325775146,1,"matched (3)"
"2193","NM 2",35061,34901,0.0685949921607971,4.56037521362305,8.11570262908936,-10.1161479949951,2.05286145210266,2.05286145210266,9.69961929321289,9.12485694885254,-0.854784250259399,0,0,2.05286145210266,0,0,-100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,0,-100,-100,-100,-100,-100,0,0,0,0,100,0,0,1,1,0,0,0,0.523763309532719,0.989223840785005,0,0,0,0,0,0,1,0,0.108149364590645,32.2154388427734,-3.85940074920654e-05,0.523893415927887,0.459021776914597,0.498337149620056,0.438472986221313,0.0638982951641083,0.167598858475685,0.116579994559288,0.154991537332535,0.150426298379898,0.108991414308548,0.0718496814370155,0.0461512878537178,0.0222971346229315,0.665149986743927,0.0126526784151793,0.00355242472141981,0.549809515476227,0.0686458945274353,0,0,0,1,0,52.1592063903809,60.1788215637207,-0.0801961421966553,1.1052417755127,1,"matched (3)"
"2194","NY 21",36001,18600,0.0656255185604095,3.53626012802124,-3.37253952026367,9.54191112518311,15.1437397003174,15.1437397003174,22.1785697937012,16.7234630584717,15.7977561950684,15.1437397003174,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35059002828893,0.557019652479004,1,0,0,0,0,0,0,0,0.118959918618202,32.7612533569336,-0.0571003556251526,0.357348382472992,0.316332250833511,0.521718502044678,0.59303617477417,0.0652759149670601,0.141425490379333,0.140315383672714,0.147145792841911,0.152798190712929,0.11580466479063,0.0719026327133179,0.0667119324207306,0.0430634990334511,0.831938624382019,0.110753141343594,0.0274642277508974,0.0308217201381922,0.454639315605164,1,0,0,1,0,33.1330795288086,27.6002044677734,0.0553287267684937,22.2563381195068,0,"matched (3)"
"2195","NY 29",36003,18201,0.114479750394821,-22.0071849822998,-23.1071243286133,-27.1466255187988,-19.0198307037354,-19.0198307037354,-11.6432552337646,-12.0691595077515,-20.8626575469971,0,0,-19.0198307037354,0,0,-100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,0,0,0,100,100,100,100,0,0,-100,100,0,0,0,1,1,0,0,0,1.3412788938124,2.6094633490815,1,0,0,0,0,0,0,0,0.260795086622238,28.7153358459473,-0.761567234992981,0.643495619297028,0.550426721572876,0.500430643558502,0.435588121414185,0.0184269025921822,0.182586580514908,0.142347827553749,0.120195485651493,0.139724001288414,0.110781744122505,0.0816391929984093,0.0620706230401993,0.0391771979629993,0.970296621322632,0.0072305565699935,0.00717046903446317,0.00909327622503042,0.0769555494189262,1,0,0,1,0,71.131477355957,71.1082229614258,0.000232577323913574,-12.0459051132202,1,"matched (3)"
"2196","NY 17",36005,19400,0.0576065331697464,-3.19293141365051,-2.91803550720215,-4.68619298934937,-3.02173185348511,-3.02173185348511,-10.340968132019,-8.17210960388184,-11.6655349731445,-3.02173185348511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,100,0,0,0,0,0,0,0,0,0,0,0.4045813879527,0.932234383253538,1,0,0,0,0,0,0,0,0.0818857550621033,35.010082244873,0.352293103933334,0.12004079669714,0.109219267964363,0.534633278846741,0.364699184894562,0.289518624544144,0.156848385930061,0.151393845677376,0.160249128937721,0.129710733890533,0.0942753180861473,0.0633662268519402,0.0445563346147537,0.027387535199523,0.298655301332474,0.356437921524048,0.0301054287701845,0.483776688575745,0.45120832324028,0,0,0,1,0,12.3770904541016,6.13957071304321,0.0623751990497112,-1.93458986282349,0,"matched (3)"
"2197","NY 16",36005,19400,0.0576065331697464,-3.14163446426392,-3.2408013343811,-4.51776552200317,-3.64375567436218,-3.64375567436218,-7.07270669937134,-2.93638253211975,-3.64375567436218,-3.64375567436218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4045813879527,0.932234383253538,1,0,0,0,0,0,0,0,0.0818857550621033,35.010082244873,0.352293103933334,0.12004079669714,0.109219267964363,0.534633278846741,0.364699184894562,0.289518624544144,0.156848385930061,0.151393845677376,0.160249128937721,0.129710733890533,0.0942753180861473,0.0633662268519402,0.0445563346147537,0.027387535199523,0.298655301332474,0.356437921524048,0.0301054287701845,0.483776688575745,1,0,0,0,1,0,12.3770904541016,6.13957071304321,0.0623751990497112,3.3011372089386,0,"matched (3)"
"2198","NY 7",36005,19400,0.0576065331697464,-7.66373872756958,-10.549690246582,-12.2352409362793,-9.02111721038818,-9.02111721038818,-20.3560657501221,-7.93986177444458,-8.23308372497559,-9.02111721038818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-100,0,0,0,0,0,0,0,0,0,0,0.4045813879527,0.932234383253538,1,0,0,0,0,0,0,0,0.0818857550621033,35.010082244873,0.352293103933334,0.12004079669714,0.109219267964363,0.534633278846741,0.364699184894562,0.289518624544144,0.156848385930061,0.151393845677376,0.160249128937721,0.129710733890533,0.0942753180861473,0.0633662268519402,0.0445563346147537,0.027387535199523,0.298655301332474,0.356437921524048,0.0301054287701845,0.483776688575745,0.556402921676636,0,0,0,1,0,12.3770904541016,6.13957071304321,0.0623751990497112,-1.70234203338623,0,"matched (3)"
"2199","NY 24",36007,17900,0.0856589376926422,-40.528507232666,-52.819206237793,-46.3807411193848,-39.8702011108398,-39.8702011108398,7.07641839981079,-49.0795440673828,-46.9201927185059,0,0,-39.8702011108398,0,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,-100,-100,0,0,-0.00372529029846191,-0.00372529029846191,0,0,0,0,0,0.00372825632803142,0.00372825632803142,0,0,-100,100,0,0,1,0,1,0,0,0,0.815921999838468,3.12267216765823,1,0,0,0,0,0,0,0,0.22737692296505,31.4998779296875,0.118368119001389,0.44880473613739,0.413686394691467,0.517627716064453,0.510687232017517,0.0525391958653927,0.147115737199783,0.125324130058289,0.135791078209877,0.149609044194221,0.114169023931026,0.0834064707159996,0.0757370218634605,0.0480113290250301,0.913317322731018,0.0327871292829514,0.0278503615409136,0.0198767296969891,0.0670230463147163,1,0,0,1,0,40.9141960144043,38.7955856323242,0.0211861133575439,-46.9609336853027,0,"matched (3)"
"2200","NY 22",36007,17900,0.0856589376926422,0.323206186294556,-32.333194732666,8.55344867706299,23.2664756774902,23.2664756774902,69.5725631713867,14.2759857177734,13.472339630127,0,0,23.2664756774902,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,0,0,0,100,100,100,100,0,0,0,0,0,-1.48966312408447,0,0,0,0,0,0,1.48966217041016,0,0,0,0,0,0,0,0,0,0,1,0,0,0.815921999838468,3.12267216765823,1,0,0,0,0,0,0,0,0.22737692296505,31.4998779296875,0.118368119001389,0.44880473613739,0.413686394691467,0.517627716064453,0.510687232017517,0.0525391958653927,0.147115737199783,0.125324130058289,0.135791078209877,0.149609044194221,0.114169023931026,0.0834064707159996,0.0757370218634605,0.0480113290250301,0.913317322731018,0.0327871292829514,0.0278503615409136,0.0198767296969891,0.243195921182632,1,0,0,1,0,40.9141960144043,38.7955856323242,0.0211861133575439,16.3945960998535,0,"matched (3)"
"2201","NY 29",36009,18201,0.103641718626022,-22.2577037811279,-21.3071765899658,-27.9116802215576,-14.2890033721924,-14.2890033721924,-5.33451461791992,-7.3277473449707,-20.8626575469971,0,0,-14.2890033721924,0,0,-100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,0,0,0,100,100,100,100,0,0,-100,100,0,0,0,1,1,0,0,0,1.3412788938124,2.6094633490815,1,0,0,0,0,0,0,0,0.260795086622238,28.7153358459473,-0.761567234992981,0.570874810218811,0.498904585838318,0.510368645191193,0.399730384349823,0.0140908816829324,0.163385152816772,0.112929545342922,0.131939724087715,0.155404686927795,0.116300396621227,0.0831635966897011,0.0673932433128357,0.0386993028223515,0.946268856525421,0.0106009170413017,0.00459770113229752,0.00942171365022659,0.126431196928024,1,0,0,1,0,65.7010879516602,63.6169776916504,0.0208410620689392,-5.24363708496094,1,"matched (3)"
"2202","NY 24",36011,17700,0.116365015506744,-40.563850402832,-56.8334808349609,-59.6774826049805,-50.5780448913574,-50.5780448913574,-38.8951683044434,-35.0730514526367,-46.9201927185059,0,0,-50.5780448913574,0,-100,-100,0,0,100,100,0,0,0,0,0,0,0,0,100,100,0,0,-100,-100,0,-100,-100,0,0,100,100,0,0,0,0,0,0,0,0,0,-100,100,0,0,1,0,1,1,1,0,1.07882962089629,1.22381730343392,1,0,0,0,0,0,0,0,0.173447117209435,31.8870487213135,-0.310658365488052,0.468109935522079,0.411256939172745,0.494527995586395,0.431169807910919,0.0226443633437157,0.150860756635666,0.112868003547192,0.154411137104034,0.159572005271912,0.112050563097,0.0750094577670097,0.0674572661519051,0.0410795100033283,0.933360159397125,0.0399204529821873,0.00424581812694669,0.0196552108973265,0.107764169573784,1,0,0,1,0,61.1004295349121,66.7214660644531,-0.0562103390693665,-40.6940879821777,1,"matched (3)"
"2203","NY 25",36011,17700,0.116365015506744,14.9678287506104,-23.4612998962402,-28.7562370300293,-20.5296993255615,-20.5296993255615,-8.8468189239502,-5.02470111846924,-22.9169063568115,0,0,-20.5296993255615,0,0,-100,0,0,100,100,0,0,100,0,0,0,0,0,0,0,0,0,-100,-100,0,0,-100,-100,-100,0,0,0,0,0,100,100,100,100,0,0,-100,100,0,0,0,1,1,1,1,0,1.07882962089629,1.22381730343392,1,0,0,0,0,0,0,0,0.173447117209435,31.8870487213135,-0.310658365488052,0.468109935522079,0.411256939172745,0.494527995586395,0.431169807910919,0.0226443633437157,0.150860756635666,0.112868003547192,0.154411137104034,0.159572005271912,0.112050563097,0.0750094577670097,0.0674572661519051,0.0410795100033283,0.933360159397125,0.0399204529821873,0.00424581812694669,0.0196552108973265,0.0166304502636194,1,0,0,1,0,61.1004295349121,66.7214660644531,-0.0562103390693665,-10.6457376480103,1,"matched (3)"
"2204","NY 27",36013,16500,0.118176847696304,-18.9043579101562,-46.2745590209961,-44.3995552062988,-26.011287689209,-26.011287689209,-13.9144601821899,-20.9072532653809,-32.4715270996094,0,0,-26.011287689209,-100,-100,-100,-100,-100,-100,-100,0,100,0,0,0,0,0,100,0,100,100,100,100,100,-100,-100,-100,-100,-100,-100,-100,0,0,0,0,0,100,100,0,100,-100,0,0,1,0,0,0,1,0,0,1.00718854857413,1.38565969119058,1,0,0,0,0,0,0,0,0.288103580474854,32.7889366149902,-0.466663688421249,0.518219888210297,0.442064613103867,0.512393593788147,0.446992695331573,0.0189123433083296,0.154762074351311,0.120186045765877,0.132214665412903,0.150661900639534,0.114003576338291,0.0823613628745079,0.0735885500907898,0.0466118082404137,0.940364956855774,0.0218318421393633,0.00359212886542082,0.0422254018485546,0.212064385414124,1,0,0,1,0,61.7005462646484,57.9464263916016,0.0375412106513977,-17.153133392334,1,"matched (3)"
"2205","NY 29",36015,18100,0.0661494433879852,-30.4986953735352,-32.7971687316895,-36.8493576049805,-31.2052135467529,-31.2052135467529,-16.2182750701904,-22.5714092254639,-20.8626575469971,0,0,-31.2052135467529,0,0,-100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,0,0,0,100,100,100,100,0,0,-100,100,0,0,0,1,1,0,0,0,1.18428281445476,1.55027658936005,1,0,0,0,0,0,0,0,0.213729277253151,29.0124950408936,-0.492487549781799,0.518695950508118,0.456982463598251,0.505874633789062,0.459882259368896,0.0216536726802588,0.144668936729431,0.11659163236618,0.144284620881081,0.156231462955475,0.114340618252754,0.0789941772818565,0.0749752968549728,0.0429340079426765,0.909629940986633,0.0582299344241619,0.00778522016480565,0.0176677275449038,0.140438318252563,1,0,0,1,0,60.4261932373047,60.5457000732422,-0.00119507312774658,-22.6909160614014,1,"matched (3)"
