congressionaldistrict,cty_fips,czone,dhs2_tot_cont_2002_2010,dhs2_cont_tcile1_2002_2004,dhs2_cont_tcile1_2002_2006,dhs2_cont_tcile1_2002_2008,dhs2_cont_tcile1_2002_2010,dhs2_cont_tcile1_2002_2012,dhs2_cont_tcile1_2002_2014,dhs2_cont_tcile1_2002_2016,dhs2_cont_tcile2_2002_2004,dhs2_cont_tcile2_2002_2006,dhs2_cont_tcile2_2002_2008,dhs2_cont_tcile2_2002_2010,dhs2_cont_tcile2_2002_2012,dhs2_cont_tcile2_2002_2014,dhs2_cont_tcile2_2002_2016,dhs2_cont_tcile3_2002_2004,dhs2_cont_tcile3_2002_2006,dhs2_cont_tcile3_2002_2008,dhs2_cont_tcile3_2002_2010,dhs2_cont_tcile3_2002_2012,dhs2_cont_tcile3_2002_2014,dhs2_cont_tcile3_2002_2016,d2_turnout_2002_2010,d2_shnr_2002_2004,d2_shnr_2002_2006,d2_shnr_2002_2008,d2_shnr_2002_2010,d2_shnr_2002_2012,d2_shnr_2002_2014,d2_shnr_2002_2016,d2_shnr_distr_2002_2010,d2_shnr_solidd_2002_2010,d2_shnr_solidr_2002_2010,d2_shnr_competitive_2002_2010,d2_rwin_2002_2004,d2_rwin_2002_2006,d2_rwin_2002_2008,d2_rwin_2002_2010,d2_rwin_2002_2012,d2_rwin_2002_2014,d2_rwin_2002_2016,d2_cfavg_demlib_2002_2004,d2_cfavg_demlib_2002_2006,d2_cfavg_demlib_2002_2008,d2_cfavg_demlib_2002_2010,d2_cfavg_demlib_2002_2012,d2_cfavg_demlib_2002_2014,d2_cfavg_demlib_2002_2016,d2_cfavg_demmod_2002_2004,d2_cfavg_demmod_2002_2006,d2_cfavg_demmod_2002_2008,d2_cfavg_demmod_2002_2010,d2_cfavg_demmod_2002_2012,d2_cfavg_demmod_2002_2014,d2_cfavg_demmod_2002_2016,d2_cfavg_repmod_2002_2004,d2_cfavg_repmod_2002_2006,d2_cfavg_repmod_2002_2008,d2_cfavg_repmod_2002_2010,d2_cfavg_repmod_2002_2012,d2_cfavg_repmod_2002_2014,d2_cfavg_repmod_2002_2016,d2_cfavg_repcon_2002_2004,d2_cfavg_repcon_2002_2006,d2_cfavg_repcon_2002_2008,d2_cfavg_repcon_2002_2010,d2_cfavg_repcon_2002_2012,d2_cfavg_repcon_2002_2014,d2_cfavg_repcon_2002_2016,d2_nominate_demlib_2002_2010,d2_nominate_demmod_2002_2010,d2_nominate_repmod_2002_2010,d2_nominate_repcon_2002_2010,d2_teaparty_2002_2010,d_party_2002_2004,d_party_2004_2006,d_party_2006_2008,d_party_2008_2010,d_party_2010_2012,d_party_2012_2014,d_party_2014_2016,d_imp_usch_pd,d_imp_otch_lag_pd,reg_midatl,reg_encen,reg_wncen,reg_satl,reg_escen,reg_wscen,reg_mount,reg_pacif,l_shind_manuf_cbp,l_sh_routine33,l_task_outsource,shnr_pres2000,shnr_pres1996,l_sh_pop_f,l_sh_pop_edu_c,l_sh_fborn,l_sh_pop_age_1019,l_sh_pop_age_2029,l_sh_pop_age_3039,l_sh_pop_age_4049,l_sh_pop_age_5059,l_sh_pop_age_6069,l_sh_pop_age_7079,l_sh_pop_age_8000,l_sh_pop_white,l_sh_pop_black,l_sh_pop_asian,l_sh_pop_hispanic,sh_district_2002,majority_white,redistrict_2004,redistrict_2006,redistrict_2012,redistrict_2016
SD 1,46107,27012,65.777115,117.36105,-56.378323,-92.540161,-15.847228,-68.991814,-171.4426,-151.40701,48.156582,8.9257259,8.572464,72.569618,71.127655,-19.642263,23.480732,116.71194,-151.33479,-92.608185,104.12119,33.517017,3.983391,-28.818676,-.01688695,-11.87085,-29.738441,-30.940163,-7.4465809,3.1066895,13.964117,13.626403,-2.7664423,0,0,-7.4465809,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,.0026045413077043,.0317278426512075,0,0,1,0,0,0,0,0,.10523334,25.795385,-.83106208,.75748014,.64709193,.50835502,.43423057,.0051986631,.14444856,.048644636,.11808392,.14444856,.13256592,.11102859,.11437059,.079836614,.98143333,0,.0018566655,.0018566655,.0037541087,1,0,0,0,0
SD 1,46109,26602,65.777115,117.36105,-56.378323,-92.540161,-15.847228,-68.991814,-171.4426,-151.40701,48.156582,8.9257259,8.572464,72.569618,71.127655,-19.642263,23.480732,116.71194,-151.33479,-92.608185,104.12119,33.517017,3.983391,-28.818676,-.063494563,-8.6447058,-22.663345,-22.173254,-3.670177,1.7518252,10.825193,10.304242,-2.7664423,0,0,-3.670177,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,.5383857406527819,1.443505032841863,0,0,1,0,0,0,0,0,.1552919,28.391129,-.62302798,.56819123,.42955676,.50289536,.38581178,.0075878594,.1751198,.090954475,.11771166,.13997604,.10952476,.088059105,.073182911,.052515976,.68290734,.0009984026,.0020966453,.0062899361,.01269298,1,0,0,0,0
SD 1,46111,27006,65.777115,117.36105,-56.378323,-92.540161,-15.847228,-68.991814,-171.4426,-151.40701,48.156582,8.9257259,8.572464,72.569618,71.127655,-19.642263,23.480732,116.71194,-151.33479,-92.608185,104.12119,33.517017,3.983391,-28.818676,-.010322034,-10.463482,-25.370676,-25.762569,-2.9304028,11.985689,22.369946,21.213467,-2.7664423,0,0,-2.9304028,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,.3656563709628813,.9991937214571571,0,0,1,0,0,0,0,0,.17856151,26.561869,-.35781831,.6210472,.49335587,.48261684,.43847874,.0059813084,.16971962,.086728975,.11476635,.16448598,.10542056,.097570091,.092336446,.049345795,.98878503,.00037383178,.0037383179,.010093458,.0036001776,1,0,0,0,0
SD 1,46113,27704,65.777115,117.36105,-56.378323,-92.540161,-15.847228,-68.991814,-171.4426,-151.40701,48.156582,8.9257259,8.572464,72.569618,71.127655,-19.642263,23.480732,116.71194,-151.33479,-92.608185,104.12119,33.517017,3.983391,-28.818676,-.093061268,1.2490027,8.0914478,-1.8565092,1.00644,9.456049,11.650066,11.085747,-2.7664423,0,0,1.00644,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,.0055544920688178,.1111461738910773,0,0,1,0,0,0,0,0,.015317499,25.101337,-.90956163,.13128434,.11613038,.50104284,.43573496,.006257019,.25252688,.13781485,.12955238,.10372213,.065778919,.043799132,.020936949,.0079416009,.045082625,.00080218195,.00024065458,.01419862,.012348899,0,0,0,0,0
SD 1,46115,26605,65.777115,117.36105,-56.378323,-92.540161,-15.847228,-68.991814,-171.4426,-151.40701,48.156582,8.9257259,8.572464,72.569618,71.127655,-19.642263,23.480732,116.71194,-151.33479,-92.608185,104.12119,33.517017,3.983391,-28.818676,-.044965625,-7.2820635,-21.79487,-23.199636,-6.5641937,3.1740844,15.448767,12.982869,-2.7664423,0,0,-6.5641937,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,.5662267027313665,.6028678894244859,0,0,1,0,0,0,0,0,.13224678,28.391129,-.62302798,.60571253,.50228822,.48255968,.4253583,.0057687149,.15763348,.08894553,.13120472,.15562114,.1055809,.094311781,.08840891,.053930774,.97558355,.0021464985,.00093909312,.0038905286,.010047175,1,0,0,0,0
SD 1,46117,27011,65.777115,117.36105,-56.378323,-92.540161,-15.847228,-68.991814,-171.4426,-151.40701,48.156582,8.9257259,8.572464,72.569618,71.127655,-19.642263,23.480732,116.71194,-151.33479,-92.608185,104.12119,33.517017,3.983391,-28.818676,-.0086340904,-5.5183501,-26.054218,-20.538286,.64482689,11.799717,20.797056,18.267227,-2.7664423,0,0,.64482689,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,.0926737436279055,.0427598653160004,0,0,1,0,0,0,0,0,.031218419,26.561869,-.35781831,.70374519,.63653463,.49603176,.52715302,.0068542571,.16161616,.093795091,.1489899,.15981241,.14430015,.08116883,.052308802,.022727273,.93037516,.0018037518,.0028860029,.0043290043,.0036617499,1,0,0,0,0
SD 1,46119,27011,65.777115,117.36105,-56.378323,-92.540161,-15.847228,-68.991814,-171.4426,-151.40701,48.156582,8.9257259,8.572464,72.569618,71.127655,-19.642263,23.480732,116.71194,-151.33479,-92.608185,104.12119,33.517017,3.983391,-28.818676,-.04804343,-8.5101185,-26.20113,-27.62664,-3.9688766,7.9872427,14.680594,12.533415,-2.7664423,0,0,-3.9688766,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,.0926737436279055,.0427598653160004,0,0,1,0,0,0,0,0,.031218419,26.561869,-.35781831,.7517584,.64840591,.48650384,.46760562,.0077120825,.15874036,.079048842,.14010283,.15488432,.11375321,.11118252,.073907457,.045629822,.97814912,0,.001285347,.0077120825,.0020988963,1,0,0,0,0
SD 1,46121,27605,65.777115,117.36105,-56.378323,-92.540161,-15.847228,-68.991814,-171.4426,-151.40701,48.156582,8.9257259,8.572464,72.569618,71.127655,-19.642263,23.480732,116.71194,-151.33479,-92.608185,104.12119,33.517017,3.983391,-28.818676,-.074852288,-2.0109205,3.6183283,-7.1784678,.92952251,6.7826509,8.2595739,6.5280857,-2.7664423,0,0,.92952251,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-.0003530951222501,-1.27443470888e-07,0,0,1,0,0,0,0,0,.0066357558,25.795385,-.83106208,.32490352,.2588751,.50530386,.42798945,.0056353593,.22861879,.13491713,.12132597,.11491713,.072486185,.04519337,.026961327,.0088397786,.12574586,.00088397792,.0014364641,.015248619,.0091851614,0,0,0,0,0
SD 1,46123,27004,65.777115,117.36105,-56.378323,-92.540161,-15.847228,-68.991814,-171.4426,-151.40701,48.156582,8.9257259,8.572464,72.569618,71.127655,-19.642263,23.480732,116.71194,-151.33479,-92.608185,104.12119,33.517017,3.983391,-28.818676,-.045177281,-3.6206484,-22.863739,-20.551905,2.1426678,12.167162,19.894934,18.04915,-2.7664423,0,0,2.1426678,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-.0438059978067145,.0404793308935822,0,0,1,0,0,0,0,0,.035742048,26.561869,-.35781831,.70492136,.60692465,.50653189,.4134661,.0037325039,.16096424,.084136859,.12332815,.14043546,.10777605,.090046659,.089580096,.063141525,.87480557,.00031104198,.00062208396,.0085536549,.0084173167,1,0,0,0,0
SD 1,46125,26503,65.777115,117.36105,-56.378323,-92.540161,-15.847228,-68.991814,-171.4426,-151.40701,48.156582,8.9257259,8.572464,72.569618,71.127655,-19.642263,23.480732,116.71194,-151.33479,-92.608185,104.12119,33.517017,3.983391,-28.818676,-.030806243,-10.924849,-31.449064,-29.797369,-6.9306192,2.1879613,11.862087,11.090714,-2.7664423,0,0,-6.9306192,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,.9661368825789367,.8320142876294838,0,0,1,0,0,0,0,0,.127876,36.65625,.19979909,.64006114,.53943425,.50706291,.45921248,.0045202849,.15470675,.089388631,.12306476,.15199457,.10848683,.088145554,.089727655,.06938637,.98858631,.0014690926,.0016951067,.0040682564,.011896159,1,0,0,0,0
SD 1,46127,28001,65.777115,117.36105,-56.378323,-92.540161,-15.847228,-68.991814,-171.4426,-151.40701,48.156582,8.9257259,8.572464,72.569618,71.127655,-19.642263,23.480732,116.71194,-151.33479,-92.608185,104.12119,33.517017,3.983391,-28.818676,.031763911,-8.456686,-24.04969,-19.51263,.63082576,7.5754585,14.875973,15.898114,-2.7664423,0,0,.63082576,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6.07916076713409,.7706336806818183,0,0,1,0,0,0,0,0,.27029416,31.349701,-.12800217,.58068156,.48436266,.50190717,.54393613,.024396058,.14820407,.10727908,.14605848,.16195169,.11617927,.072711378,.063970119,.036872219,.96845198,.0033375716,.013350287,.012555626,.016640861,1,0,0,0,0
SD 1,46129,26604,65.777115,117.36105,-56.378323,-92.540161,-15.847228,-68.991814,-171.4426,-151.40701,48.156582,8.9257259,8.572464,72.569618,71.127655,-19.642263,23.480732,116.71194,-151.33479,-92.608185,104.12119,33.517017,3.983391,-28.818676,-.032623351,-8.5381031,-26.845922,-27.632681,-4.3387117,6.9257498,14.729977,14.069944,-2.7664423,0,0,-4.3387117,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-.0002443632079689,-3.69070914275e-07,0,0,1,0,0,0,0,0,.068978518,28.391129,-.62302798,.70916581,.60871589,.51489788,.4131766,.0065282891,.13960496,.082189485,.11282223,.14412454,.11617007,.11081353,.10378306,.063943759,.86575156,.00033478407,.0015065282,.0060261129,.0082108676,1,0,0,0,0
SD 1,46135,27005,65.777115,117.36105,-56.378323,-92.540161,-15.847228,-68.991814,-171.4426,-151.40701,48.156582,8.9257259,8.572464,72.569618,71.127655,-19.642263,23.480732,116.71194,-151.33479,-92.608185,104.12119,33.517017,3.983391,-28.818676,.010935545,-8.7837515,-26.630726,-25.395847,-4.7867985,-1.479134,12.158346,9.5628853,-2.7664423,0,0,-4.7867985,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.189619489174539,1.576803976989279,0,0,1,0,0,0,0,0,.22139983,30.049601,-.28012529,.57696658,.50720131,.49528915,.5212301,.015472012,.14686865,.12058932,.14317384,.16275632,.1079346,.069739513,.064705342,.04743211,.95104378,.011638648,.0042490303,.018243119,.029129203,1,0,0,0,0
SD 1,46137,27602,65.777115,117.36105,-56.378323,-92.540161,-15.847228,-68.991814,-171.4426,-151.40701,48.156582,8.9257259,8.572464,72.569618,71.127655,-19.642263,23.480732,116.71194,-151.33479,-92.608185,104.12119,33.517017,3.983391,-28.818676,-.101818,-8.4748421,-18.569237,-18.997766,.35808384,9.9299936,18.157509,10.632706,-2.7664423,0,0,.35808384,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,.0001201150119463,.0726703080213937,0,0,1,0,0,0,0,0,.0028218604,25.795385,-.83106208,.5501498,.43702579,.50774115,.35650039,.0039698295,.22945613,.12385868,.11949186,.12465264,.082969435,.056768559,.034537517,.012703454,.26399365,0,.00079396588,.0099245729,.0027091878,0,0,0,0,0
TN 3,47001,302,126.69714,179.12334,170.14781,99.112297,178.14886,178.14886,188.95981,103.82169,138.97784,141.92393,132.35686,135.78116,135.78116,14.475701,-29.27651,36.241302,46.435875,43.199749,124.54781,124.54781,78.161331,40.666771,-.10148674,4.936224,-.21975636,5.5293441,-2.0849943,-2.0849943,-3.1626523,2.8478444,1.3561308,0,-2.0849943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.638213515378754,1.458994632946633,0,0,0,0,1,0,0,0,.1706157,31.886118,-.22171438,.52007335,.47015491,.52321601,.46011031,.019486891,.13277723,.10779475,.13841301,.15546054,.12998739,.089387357,.080709375,.043193609,.93359035,.038777512,.0083134724,.011033226,.11311933,1,0,0,1,0
TN 6,47003,5700,169.92395,-2.6921031,62.167191,78.627518,85.599899,85.599892,68.524673,-191.60703,-11.579577,42.659595,88.210472,88.034004,88.034004,62.670128,40.076523,100.49686,129.5865,150.82193,198.23798,198.23798,198.57819,197.9986,-.10178778,1.2189716,-1.8937975,-32.156113,41.39547,41.39547,47.79417,52.790653,36.688988,0,0,41.39547,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,-100,0,100,100,0,0,0,1,0,0,0,1.401878448758867,2.68122052864017,0,0,0,0,1,0,0,0,.34212366,34.343964,-.42327389,.49062723,.44694743,.5039376,.30736217,.063640714,.13952003,.14345767,.14845954,.14026499,.11469696,.076810516,.058399405,.032432288,.86840844,.084845424,.0045229606,.074788488,.059237067,1,0,0,1,0
TN 8,47005,5800,178.75581,59.498001,90.134834,88.866783,173.95955,173.95955,173.86732,173.8013,-18.06571,17.63175,51.824791,104.67651,104.67651,73.765961,73.719727,45.597034,74.682037,97.250801,197.11269,197.11269,197.03487,197.03763,-.027146965,3.1133204,2.7611585,-17.527357,34.024296,34.024296,31.376514,41.381134,32.305714,0,0,34.024296,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,0,0,0,0,0,-99.473045,0,0,0,0,100,100,100,100,0,-100,0,100,100,0,0,0,1,0,0,0,1.763532332197916,4.00010919928652,0,0,0,0,1,0,0,0,.36345163,30.07943,-.73902428,.40167364,.35556293,.51587349,.23359892,.0073169256,.1248715,.10279978,.13230936,.14464535,.13944489,.11295882,.081997946,.043841083,.96438289,.02104372,.0024188184,.0094938623,.027544843,1,0,0,1,0
TN 4,47007,6402,66.921745,1.8787583,-46.29734,-39.719067,39.81332,39.81332,29.717169,-36.668129,-26.927052,-68.520714,-19.154165,26.905336,26.905336,-3.5506892,-28.639816,-75.175385,-147.17628,-63.324249,97.388733,97.388733,126.79083,71.61277,.030891508,.72340965,-12.847278,-8.3919106,.59720874,.59720874,10.053635,14.110541,12.513122,0,0,.59720874,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,-100,0,100,100,0,0,0,1,0,0,0,3.080895688666448,5.188500807317205,0,0,0,0,1,0,0,0,.35593125,31.69244,-.45794323,.57542861,.50081581,.45249456,.24931993,.0039621573,.1323684,.12614216,.16042694,.1576777,.13681571,.086035416,.054985043,.022398317,.94444895,.037034042,.0011320449,.011158729,.019842189,1,0,0,1,0
TN 2,47009,302,27.420258,63.278419,28.496161,22.447285,35.717293,35.717293,-34.898643,-139.97932,-2.6209733,22.537025,.12146758,20.483871,20.483871,-161.70187,-200,38.907375,68.892197,35.944386,36.323044,36.323044,43.872047,-89.766731,.0071567297,-.097429752,-3.1002223,-.90878606,4.1194019,4.1194019,1.2042344,2.0502925,4.9445033,0,4.1194019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.638213515378754,1.458994632946633,0,0,0,0,1,0,0,0,.1706157,31.886118,-.22171438,.63244122,.56799912,.51591808,.43970221,.015440878,.13157821,.12058815,.15091237,.15552385,.13068992,.087211661,.064730726,.03619251,.94725156,.029076856,.007172354,.010583711,.16717315,1,0,0,1,0
TN 3,47011,6502,126.69714,179.12334,170.14781,99.112297,178.14886,178.14888,153.13921,-200,138.97784,141.92393,132.35686,135.78116,135.78116,-28.585636,-200,36.241302,46.435875,43.199749,124.54781,124.54781,136.92863,93.674995,-.12584919,2.0999253,5.8674455,10.379034,9.7228642,9.7228642,12.257939,15.036941,1.3561308,0,9.7228642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.839717777256094,3.721560340076435,0,0,0,0,1,0,0,0,.3993569,32.254959,-.30218834,.69698822,.62986237,.51244247,.44044226,.022236116,.13755471,.14921844,.1517649,.1444097,.12228727,.082510091,.0531234,.026646962,.92982435,.039913602,.0056954469,.020712784,.13859208,1,0,0,1,0
TN 4,47013,302,66.921745,1.8787583,-46.29734,-39.719067,39.81332,39.81332,46.541779,33.472076,-26.927052,-68.520714,-19.154165,26.905336,26.905336,-1.6911838,-5.9991641,-75.175385,-147.17628,-63.324249,97.388733,97.388733,49.769691,14.18119,-.010408252,-5.214107,-14.763868,-7.0817828,14.680492,14.680492,18.289375,27.048672,12.513122,0,0,14.680492,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,-100,0,100,100,0,0,0,1,0,0,0,.638213515378754,1.458994632946633,0,0,0,0,1,0,0,0,.1706157,31.886118,-.22171438,.47116551,.41782156,.51826668,.23191637,.0076278416,.13220756,.12691323,.14262056,.13943394,.13115372,.10041652,.069980428,.034877304,.98130679,.0030109901,.0015556782,.006749636,.064090289,1,0,0,1,0
TN 6,47015,5600,169.92395,-2.6921031,62.167191,78.627518,85.599899,85.599899,84.738464,86.034737,-11.579577,42.659595,88.210472,88.034004,88.034004,-20.147457,-4.3522358,100.49686,129.5865,150.82193,198.23798,198.23798,193.76895,194.37944,-.013699085,.43354332,-3.9503188,-24.109947,42.323029,42.323029,17.907053,19.746727,36.688988,0,0,42.323029,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,-100,0,100,100,0,0,0,1,0,0,0,.7512895601794408,1.094905779057969,0,0,0,0,1,0,0,0,.15325969,33.784374,.12731269,.41634479,.38775286,.50951195,.23992458,.0084983623,.14057383,.11811945,.1521129,.14353657,.12217371,.092078589,.056058008,.035786685,.96865743,.01457976,.0011694995,.012240761,.02031331,1,0,0,1,0
TN 8,47017,5800,178.75581,59.498001,90.134834,88.866783,173.95955,173.95955,173.9133,173.94257,-18.06571,17.63175,51.824791,104.67651,104.67651,82.758972,67.016945,45.597034,74.682037,97.250801,197.11269,197.11269,196.83511,197.56653,-.02480188,-4.2138906,-2.179198,-26.061958,38.73962,38.73962,41.993244,47.299034,32.305714,0,0,38.73962,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,-100,0,100,100,0,0,0,1,0,0,0,1.763532332197916,4.00010919928652,0,0,0,0,1,0,0,0,.36345163,30.07943,-.73902428,.51056945,.46127254,.51999998,.29523668,.011094147,.13523325,.11667515,.13872774,.13581,.12654792,.096726038,.07606446,.050415605,.87677693,.10347752,.0015945716,.013095844,.048346583,1,0,0,1,0
TN 1,47019,100,109.96217,97.152634,126.72695,113.87209,73.084846,73.084846,-200,-200,25.307491,54.31041,64.280663,-82.952103,-82.952103,-156.22369,-152.80698,103.63053,193.11485,186.052,165.39806,165.39806,150.78166,134.27811,.04300788,-22.613113,-32.813316,-20.520233,-14.293468,-14.293468,2.9323816,-10.333979,-17.473883,0,-14.293468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100,-100,100,100,100,100,100,100,100,0,0,-100,100,100,0,0,0,0,0,0,0,1.232332263233893,2.507270855209436,0,0,0,0,1,0,0,0,.29703432,31.796432,-.6689049,.64300203,.62895483,.51404607,.35574144,.007948257,.12770082,.1337281,.14643474,.14624088,.1307497,.09379296,.069595717,.038119912,.97486871,.0099749742,.0025730499,.0088823093,.090549,1,0,0,1,0
TN 7,47021,5600,-40.58469,-110.78696,-8.0420313,-184.89439,-9.663496,-9.663496,-200,-200,-23.423471,12.090567,2.1389883,60.123867,60.123867,-5.04775,-31.169954,-88.589615,-74.494019,-87.291046,-79.288605,-79.288605,-96.97406,-103.64252,-.063311398,39.425667,-.90865493,7.165617,11.209899,11.209899,17.749882,21.974146,1.7594218,0,11.209899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.7512895601794408,1.094905779057969,0,0,0,0,1,0,0,0,.15325969,33.784374,.12731269,.51183581,.46722469,.49930388,.38275993,.011472489,.14972711,.11511473,.17938294,.16843952,.11480842,.065660506,.038288038,.019269325,.96856207,.014813989,.0017542882,.012168635,.018347766,1,0,0,1,0
TN 5,47021,5600,-21.761982,28.974871,-77.889481,-105.88682,-87.131531,-87.131531,-119.41214,-123.05779,-70.393875,-87.888947,-96.350899,-39.911369,-39.911369,-146.81296,-157.19263,-76.444168,-75.694504,-86.952217,64.081604,64.081589,-200,-200,-.063311398,1.1574805,-3.1780748,3.890419,21.272081,21.272081,19.821751,22.988308,8.5138235,21.272081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.37204075,0,0,.7512895601794408,1.094905779057969,0,0,0,0,1,0,0,0,.15325969,33.784374,.12731269,.51183581,.46722469,.49930388,.38275993,.011472489,.14972711,.11511473,.17938294,.16843952,.11480842,.065660506,.038288038,.019269325,.96856207,.014813989,.0017542882,.012168635,.035964526,1,0,0,1,0
TN 7,47023,4901,-40.58469,-110.78696,-8.0420313,-184.89439,-9.663496,-9.663496,-30.026478,-47.193031,-23.423471,12.090567,2.1389883,60.123867,60.123867,-141.43919,-140.97444,-88.589615,-74.494019,-87.291046,-79.288605,-79.288605,-110.39115,-111.11996,.04494682,34.702377,1.8917918,5.8689594,14.555162,14.555162,14.786869,16.948664,1.7594218,0,14.555162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1.491129682702316,2.00400103609873,0,0,0,0,1,0,0,0,.30646899,30.749311,-.63522345,.61401916,.58824146,.51415706,.34655336,.005083655,.15643501,.1599099,.13095239,.13043758,.11016731,.079407983,.061969113,.036229085,.88133848,.1002574,.0023166023,.0096525094,.025595168,1,0,0,1,0
