congressionaldistrict,cty_fips,czone,dhs2_tot_cont_2002_2010,dhs2_cont_tcile1_2002_2004,dhs2_cont_tcile1_2002_2006,dhs2_cont_tcile1_2002_2008,dhs2_cont_tcile1_2002_2010,dhs2_cont_tcile1_2002_2012,dhs2_cont_tcile1_2002_2014,dhs2_cont_tcile1_2002_2016,dhs2_cont_tcile2_2002_2004,dhs2_cont_tcile2_2002_2006,dhs2_cont_tcile2_2002_2008,dhs2_cont_tcile2_2002_2010,dhs2_cont_tcile2_2002_2012,dhs2_cont_tcile2_2002_2014,dhs2_cont_tcile2_2002_2016,dhs2_cont_tcile3_2002_2004,dhs2_cont_tcile3_2002_2006,dhs2_cont_tcile3_2002_2008,dhs2_cont_tcile3_2002_2010,dhs2_cont_tcile3_2002_2012,dhs2_cont_tcile3_2002_2014,dhs2_cont_tcile3_2002_2016,d2_turnout_2002_2010,d2_shnr_2002_2004,d2_shnr_2002_2006,d2_shnr_2002_2008,d2_shnr_2002_2010,d2_shnr_2002_2012,d2_shnr_2002_2014,d2_shnr_2002_2016,d2_shnr_distr_2002_2010,d2_shnr_solidd_2002_2010,d2_shnr_solidr_2002_2010,d2_shnr_competitive_2002_2010,d2_rwin_2002_2004,d2_rwin_2002_2006,d2_rwin_2002_2008,d2_rwin_2002_2010,d2_rwin_2002_2012,d2_rwin_2002_2014,d2_rwin_2002_2016,d2_cfavg_demlib_2002_2004,d2_cfavg_demlib_2002_2006,d2_cfavg_demlib_2002_2008,d2_cfavg_demlib_2002_2010,d2_cfavg_demlib_2002_2012,d2_cfavg_demlib_2002_2014,d2_cfavg_demlib_2002_2016,d2_cfavg_demmod_2002_2004,d2_cfavg_demmod_2002_2006,d2_cfavg_demmod_2002_2008,d2_cfavg_demmod_2002_2010,d2_cfavg_demmod_2002_2012,d2_cfavg_demmod_2002_2014,d2_cfavg_demmod_2002_2016,d2_cfavg_repmod_2002_2004,d2_cfavg_repmod_2002_2006,d2_cfavg_repmod_2002_2008,d2_cfavg_repmod_2002_2010,d2_cfavg_repmod_2002_2012,d2_cfavg_repmod_2002_2014,d2_cfavg_repmod_2002_2016,d2_cfavg_repcon_2002_2004,d2_cfavg_repcon_2002_2006,d2_cfavg_repcon_2002_2008,d2_cfavg_repcon_2002_2010,d2_cfavg_repcon_2002_2012,d2_cfavg_repcon_2002_2014,d2_cfavg_repcon_2002_2016,d2_nominate_demlib_2002_2010,d2_nominate_demmod_2002_2010,d2_nominate_repmod_2002_2010,d2_nominate_repcon_2002_2010,d2_teaparty_2002_2010,d_party_2002_2004,d_party_2004_2006,d_party_2006_2008,d_party_2008_2010,d_party_2010_2012,d_party_2012_2014,d_party_2014_2016,d_imp_usch_pd,d_imp_otch_lag_pd,reg_midatl,reg_encen,reg_wncen,reg_satl,reg_escen,reg_wscen,reg_mount,reg_pacif,l_shind_manuf_cbp,l_sh_routine33,l_task_outsource,shnr_pres2000,shnr_pres1996,l_sh_pop_f,l_sh_pop_edu_c,l_sh_fborn,l_sh_pop_age_1019,l_sh_pop_age_2029,l_sh_pop_age_3039,l_sh_pop_age_4049,l_sh_pop_age_5059,l_sh_pop_age_6069,l_sh_pop_age_7079,l_sh_pop_age_8000,l_sh_pop_white,l_sh_pop_black,l_sh_pop_asian,l_sh_pop_hispanic,sh_district_2002,majority_white,redistrict_2004,redistrict_2006,redistrict_2012,redistrict_2016
AR 1,5111,25900,138.06126,-30.74972,21.857071,-19.027227,145.74002,145.74002,136.05006,133.08734,-17.136032,-9.9802685,-14.648324,75.900902,75.900902,45.799179,38.349762,18.708015,71.755913,37.110653,186.07472,186.07472,180.5775,178.39719,.049772471,3.6150053,1.0950655,-23.376427,28.550446,28.550446,42.41724,70.789566,21.197075,0,0,28.550446,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,-100,100,0,0,0,0,0,1,0,0,0,1.678394884303815,2.751597076622993,0,0,0,0,0,1,0,0,.34388745,30.677084,-.73129904,.42142856,.30271882,.51385963,.2254408,.0086280936,.14816116,.12614195,.13480909,.1382447,.12180839,.087608337,.06718982,.035722651,.90981495,.071250096,.0016006872,.014289061,.038107011,1,0,0,1,0
AR 4,5113,34002,-18.036982,-96.601669,-71.678192,-83.950836,-77.246246,-77.246239,-13.327326,-121.82331,-39.092197,-37.221642,-.8955394,44.899635,44.899635,5.7110691,-34.741013,-161.17357,-157.31114,-141.92091,-40.626144,-40.626144,-6.3565836,-200,-.085520029,-49.060474,-12.730065,-49.060474,-2.3809762,-2.3809762,-9.7257109,18.185625,1.668039,0,0,-2.3809762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.6454191262402347,.6507823690011101,0,0,0,0,0,1,0,0,.35358259,26.74416,-1.1223993,.665245,.50247115,.50773644,.36371714,.026595483,.14617628,.1091008,.12758911,.1322359,.12531514,.10124079,.076523803,.045973603,.94690788,.0015818874,.0020762272,.034999259,.030215271,1,0,0,1,0
AR 3,5115,30000,-32.259525,-93.429634,-45.425877,-193.99046,-160.22679,-160.22679,-185.34047,-183.82207,-52.075924,-49.673225,-78.139793,-17.240833,-17.240833,-45.548759,-68.516464,-51.984753,-41.821201,-116.09343,17.87738,17.87738,-36.721783,-71.465698,.11531785,-36.288036,-38.253391,0,-26.974714,-26.974714,-26.974714,-26.974714,-27.564924,0,-26.974714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.222801487424718,1.512873742277414,0,0,0,0,0,1,0,0,.3342157,26.303036,-.89577442,.62772524,.49429443,.5092805,.43916377,.017386036,.15891609,.14085075,.1439718,.14083239,.11147625,.07646551,.056839671,.034551762,.93732214,.026124952,.006352237,.020617232,.081216455,1,0,0,1,0
AR 1,5117,4301,138.06126,-30.74972,21.857071,-19.027227,145.74002,145.74002,136.05006,133.08734,-17.136032,-9.9802685,-14.648324,75.900902,75.900902,45.799179,38.349762,18.708015,71.755913,37.110653,186.07472,186.07472,180.5775,178.39719,-.094449043,-4.197711,-6.304297,-33.303223,17.823956,17.823956,21.979603,53.193943,21.197075,0,0,17.823956,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,-100,100,0,0,0,0,0,1,0,0,0,.8554482642964825,1.995117254525468,0,0,0,0,0,1,0,0,.33552736,30.122417,-.9114843,.54362071,.31672558,.50760037,.29419848,.0040884791,.14058077,.10609078,.12978299,.14603208,.13271831,.096760668,.076423109,.049795575,.84830695,.13712129,.0017821575,.0080721248,.014604667,1,0,0,1,0
AR 2,5119,4200,156.54395,57.966156,60.622227,-7.6363535,132.03778,132.03778,161.92645,120.90657,30.403673,-.62599617,-61.483963,134.67079,134.67079,134.13126,137.53256,187.14069,130.54997,-2.4111021,196.12727,196.12727,198.37791,195.92844,.12111464,35.208736,33.462521,0,49.761238,49.761238,46.809772,52.53228,60.209198,0,0,49.761238,0,0,0,100,100,100,100,0,0,-100,-100,-100,-100,-100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,-100,0,100,0,0,0,0,1,0,0,0,.4367220181228086,.7580643609938285,0,0,0,0,0,1,0,0,.12845768,32.144291,-.33185706,.44988227,.37361467,.52085078,.57280618,.02997726,.13639155,.1490038,.1519224,.15541367,.11356556,.06885419,.052385509,.030688237,.63963383,.31868681,.012476693,.024389029,.54215771,1,0,0,1,0
AR 1,5121,25900,138.06126,-30.74972,21.857071,-19.027227,145.74002,145.74002,136.05006,133.08734,-17.136032,-9.9802685,-14.648324,75.900902,75.900902,45.799179,38.349762,18.708015,71.755913,37.110653,186.07472,186.07472,180.5775,178.39719,-.083850801,2.7486026,.2314508,-27.551216,26.294941,26.294941,35.129715,66.421066,21.197075,0,0,26.294941,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,-100,100,0,0,0,0,0,1,0,0,0,1.678394884303815,2.751597076622993,0,0,0,0,0,1,0,0,.34388745,30.677084,-.73129904,.46959215,.35765767,.51008523,.30867535,.0088485852,.14558944,.11244848,.13272877,.13723551,.12382523,.098433636,.078208297,.044847485,.96993679,.0097279474,.00071448198,.0081890626,.027610974,1,0,0,1,0
AR 1,5123,5300,138.06126,-30.74972,21.857071,-19.027227,145.74002,145.74002,136.05006,133.08734,-17.136032,-9.9802685,-14.648324,75.900902,75.900902,45.799179,38.349762,18.708015,71.755913,37.110653,186.07472,186.07472,180.5775,178.39719,-.050032079,-.047804415,-2.1780238,-24.37442,10.636781,10.636781,12.877096,70.683304,21.197075,0,0,10.636781,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,-100,100,0,0,0,0,0,1,0,0,0,.7112997855970811,1.684523247734937,0,0,0,0,0,1,0,0,.254035,28.981968,-.72717977,.40639225,.31205902,.48627639,.32388708,.0026935798,.15384091,.13897507,.14463501,.14514644,.1084933,.070067167,.052712332,.032016095,.48361689,.49012923,.005625831,.048791301,.042547796,0,0,0,1,0
AR 2,5125,4200,156.54395,57.966156,60.622227,-7.6363535,132.03778,132.03778,161.92645,120.90657,30.403673,-.62599617,-61.483963,134.67079,134.67079,134.13126,137.53256,187.14069,130.54997,-2.4111021,196.12727,196.12727,198.37791,195.92844,.15544054,51.543926,52.30648,0,74.89669,74.89669,69.829353,76.77739,60.209198,0,0,74.89669,0,0,0,100,100,100,100,0,0,-100,-100,-100,-100,-100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,-100,0,100,0,0,0,0,1,0,0,0,.4367220181228086,.7580643609938285,0,0,0,0,0,1,0,0,.12845768,32.144291,-.33185706,.59447718,.45466712,.50475883,.4464657,.013396545,.1429324,.11977876,.15516767,.15182751,.12212525,.088867337,.056842532,.027343797,.95266312,.022004334,.0057105916,.01304936,.12488139,1,0,0,1,0
AR 4,5127,30100,-18.036982,-96.601669,-71.678192,-83.950836,-77.246246,-77.246239,-13.327326,-121.82331,-39.092197,-37.221642,-.8955394,44.899635,44.899635,5.7110691,-34.741013,-161.17357,-157.31114,-141.92091,-40.626144,-40.626144,-6.3565836,-200,-.0031585693,-42.374256,-11.384195,-42.374256,-2.7801843,-2.7801843,-16.032902,17.416578,1.668039,0,0,-2.7801843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.9626553451349338,1.977156642758861,0,0,0,0,0,1,0,0,.27847719,30.315994,-.75382185,.62426192,.38701025,.49518007,.28203332,.034921791,.14750819,.11422335,.13886867,.12859221,.12722808,.096853398,.063750453,.039105128,.93534011,.002273554,.0095489267,.057111677,.016210478,1,0,0,1,0
AR 1,5129,25103,138.06126,-30.74972,21.857071,-19.027227,145.74002,145.74002,136.7439,134.05367,-17.136032,-9.9802685,-14.648324,75.900902,75.900902,47.812824,40.738873,18.708015,71.755913,37.110653,186.07472,186.07472,180.81973,178.71619,.12156123,-9.3009443,-14.189935,-54.425228,11.562282,11.562282,13.272405,33.798153,21.197075,0,0,11.562282,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,-100,100,0,0,0,0,0,1,0,0,0,.5121399295739621,1.171110650918745,0,0,0,0,0,1,0,0,.29065117,30.081844,-.73644692,.67984354,.51694429,.50514466,.27399862,.0058104345,.13787676,.095145866,.12492435,.14090304,.13823992,.11645079,.083403945,.051325504,.97264254,.00036315215,.0014526086,.010410362,.012859355,1,0,0,1,0
AR 3,5131,30100,-32.259525,-93.429634,-45.425877,-193.99046,-160.22679,-160.22679,-154.13263,-195.89859,-52.075924,-49.673225,-78.139793,-17.240833,-17.240833,-61.758137,-103.1616,-51.984753,-41.821201,-116.09343,17.87738,17.87738,-23.153339,-104.35403,.053193569,-38.736092,-37.826042,0,-26.927525,-26.927525,-27.713226,-24.156731,-27.564924,0,-26.927525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.9626553451349338,1.977156642758861,0,0,0,0,0,1,0,0,.27847719,30.315994,-.75382185,.6015842,.51513475,.51212728,.45393494,.068844453,.14235559,.134656,.14871688,.14731774,.11240886,.074675635,.058781099,.036342781,.82336122,.061579373,.035100069,.06700211,.17043264,1,0,0,1,0
AR 4,5133,34002,-18.036982,-96.601669,-71.678192,-83.950836,-77.246246,-77.246239,-13.327326,-121.82331,-39.092197,-37.221642,-.8955394,44.899635,44.899635,5.7110691,-34.741013,-161.17357,-157.31114,-141.92091,-40.626144,-40.626144,-6.3565836,-200,-.01669389,-34.891487,-11.607009,-34.891487,5.3383975,5.3383975,4.575655,43.060055,1.668039,0,0,5.3383975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.6454191262402347,.6507823690011101,0,0,0,0,0,1,0,0,.35358259,26.74416,-1.1223993,.50188833,.35070342,.50231647,.30779406,.12705465,.15040934,.13866852,.14101669,.12565844,.10807895,.080281779,.059846416,.035158977,.7960906,.049374882,.001332741,.19718221,.02270109,1,0,0,1,0
AR 1,5135,25105,138.06126,-30.74972,21.857071,-19.027227,145.74002,145.74002,136.05006,133.08734,-17.136032,-9.9802685,-14.648324,75.900902,75.900902,45.799179,38.349762,18.708015,71.755913,37.110653,186.07472,186.07472,180.5775,178.39719,.2223717,1.5496999,-2.7992578,-36.826782,23.920881,23.920881,33.064739,58.742966,21.197075,0,0,23.920881,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,-100,100,0,0,0,0,0,1,0,0,0,.5924975776077233,.9112161776134045,0,0,0,0,0,1,0,0,.28864896,26.586792,-1.3085639,.53329909,.42443296,.51977336,.34594113,.0077691455,.12535779,.088731818,.11793913,.12407267,.1302062,.13073194,.10976108,.058765113,.97143525,.0049068285,.0012267071,.0097552426,.026918486,1,0,0,1,0
AR 1,5137,25104,138.06126,-30.74972,21.857071,-19.027227,145.74002,145.74002,136.05006,133.08734,-17.136032,-9.9802685,-14.648324,75.900902,75.900902,45.799179,38.349762,18.708015,71.755913,37.110653,186.07472,186.07472,180.5775,178.39719,.066358805,4.079607,-.43217242,-37.842907,20.083115,20.083115,22.140566,51.333118,21.197075,0,0,20.083115,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,-100,100,0,0,0,0,0,1,0,0,0,1.753313347308563,2.732173232594292,0,0,0,0,0,1,0,0,.30208671,26.586792,-1.3085641,.56212896,.40657911,.50778329,.29560292,.0083485525,.13192451,.091573179,.11783633,.14531699,.14592573,.12575006,.086964086,.040873118,.97269326,.00078267674,.00052178453,.010783547,.018000681,1,0,0,1,0
AR 4,5139,4103,-18.036982,-96.601669,-71.678192,-83.950836,-77.246246,-77.246239,-13.327326,-121.82331,-39.092197,-37.221642,-.8955394,44.899635,44.899635,5.7110691,-34.741013,-161.17357,-157.31114,-141.92091,-40.626144,-40.626144,-6.3565836,-200,-.074870765,-50.098534,-20.615534,-50.098534,4.8660336,4.8660336,5.60112,47.354446,1.668039,0,0,4.8660336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.6665691103270319,.8543278302589528,0,0,0,0,0,1,0,0,.33582231,28.83544,-.84390604,.58004397,.41955802,.52192688,.39001533,.011724999,.15165794,.11341471,.13458546,.14863354,.11249425,.081680514,.073900372,.048609436,.66146529,.31968704,.0039886916,.011396261,.067830324,1,0,0,1,0
AR 2,5141,25104,156.54395,57.966156,60.622227,-7.6363535,132.03778,132.03778,161.92645,120.90657,30.403673,-.62599617,-61.483963,134.67079,134.67079,134.13126,137.53256,187.14069,130.54997,-2.4111021,196.12727,196.12727,198.37791,195.92844,.21868932,45.56237,39.533581,0,67.931732,67.931732,61.329819,73.453712,60.209198,0,0,67.931732,0,0,0,100,100,100,100,0,0,-100,-100,-100,-100,-100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,-100,0,100,0,0,0,0,1,0,0,0,1.753313347308563,2.732173232594292,0,0,0,0,0,1,0,0,.30208671,26.586792,-1.3085641,.5211488,.39976811,.508461,.34830201,.013833992,.12672925,.092638344,.11178359,.13111413,.13136117,.12722331,.1090662,.059226777,.96794713,.0030879446,.0024703557,.013278162,.025486613,1,0,0,1,0
AR 3,5143,30300,-32.259525,-93.429634,-45.425877,-193.99046,-160.22679,-160.22679,-185.34047,-183.82207,-52.075924,-49.673225,-78.139793,-17.240833,-17.240833,-45.548759,-68.516464,-51.984753,-41.821201,-116.09343,17.87738,17.87738,-36.721783,-71.465698,.062877774,-47.280167,-43.38073,0,-33.093445,-33.093445,-33.093445,-33.093445,-27.564924,0,-33.093445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.5463498327891505,1.298455769129165,0,0,0,0,0,1,0,0,.26618603,30.816206,-.21669745,.56849742,.48820806,.49902672,.49010307,.07422249,.15075928,.19351362,.14823574,.13535175,.099191576,.060723457,.044136576,.025913833,.88004309,.02243921,.015350474,.081996009,.23667462,1,0,0,1,0
AR 2,5145,4302,156.54395,57.966156,60.622227,-7.6363535,132.03778,132.03778,161.92645,120.90657,30.403673,-.62599617,-61.483963,134.67079,134.67079,134.13126,137.53256,187.14069,130.54997,-2.4111021,196.12727,196.12727,198.37791,195.92844,.14229634,52.897327,48.733536,0,76.036148,76.036148,70.152885,78.450325,60.209198,0,0,76.036148,0,0,0,100,100,100,100,0,0,-100,-100,-100,-100,-100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,-100,0,100,0,0,0,0,1,0,0,0,.7756298537179198,1.98826655102496,0,0,0,0,0,1,0,0,.25092301,29.713884,-.74380994,.61223227,.45904741,.5123502,.37204361,.014635599,.1554381,.14781508,.13923919,.13298593,.11273729,.081739001,.060522594,.038085312,.93517458,.035643563,.0032159607,.018819325,.10188426,1,0,0,1,0
AR 1,5147,4302,138.06126,-30.74972,21.857071,-19.027227,145.74002,145.74002,136.05006,133.08734,-17.136032,-9.9802685,-14.648324,75.900902,75.900902,45.799179,38.349762,18.708015,71.755913,37.110653,186.07472,186.07472,180.5775,178.39719,-.1569953,-8.2010641,-9.1036987,-24.384321,5.1720901,5.1720901,7.3997898,59.255363,21.197075,0,0,5.1720901,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,-100,100,0,0,0,0,0,1,0,0,0,.7756298537179198,1.98826655102496,0,0,0,0,0,1,0,0,.25092301,29.713884,-.74380994,.34575337,.2263601,.52842927,.2389783,.0057201693,.14792357,.11188651,.11932273,.14151698,.12561491,.08580254,.075391829,.052968767,.6786409,.30751631,.0006864203,.0078938333,.013018386,1,0,0,1,0
AR 2,5149,30000,156.54395,57.966156,60.622227,-7.6363535,132.03778,132.03778,147.989,120.81042,30.403673,-.62599617,-61.483963,134.67079,134.67079,79.605194,-83.202972,187.14069,130.54997,-2.4111021,196.12727,196.12727,196.81566,-200,.017832071,39.515282,32.921627,0,69.666664,69.666664,25.188286,91.47287,60.209198,0,0,69.666664,0,0,0,100,100,100,100,0,0,-100,-100,-100,-100,-100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,-100,0,100,0,0,0,0,1,0,0,0,1.222801487424718,1.512873742277414,0,0,0,0,0,1,0,0,.3342157,26.303036,-.89577442,.51283371,.36020407,.50115895,.28420821,.10156582,.14716874,.13099012,.14059322,.13534226,.11116893,.088225551,.0654241,.042480722,.86626613,.014664837,.0069066654,.12730025,.031470601,1,0,0,1,0
CA 13,6001,37800,9.1326942,-6.693645,60.828979,58.659267,-49.133404,-49.133415,160.88675,106.05984,-29.634766,-17.936512,58.651577,40.076267,40.076267,2.7162948,-46.642178,129.25958,100.92082,136.17343,13.048922,13.048941,183.04794,-200,.081457019,1.4021232,1.422663,-.12038499,4.1244788,4.1244788,14.583599,11.604208,4.1244788,4.1244788,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.4980276166465359,.8133676187742696,0,0,0,0,0,0,0,1,.10515198,32.653992,.82083642,.25810248,.25968033,.50870693,.63306791,.27197123,.13106021,.15076873,.17494343,.15713967,.11022475,.060313448,.047214147,.027710648,.48785344,.14933288,.20448127,.18972239,1,0,0,0,1,0
CA 10,6001,37800,120.27303,-13.606316,-6.0437708,11.225662,151.32292,151.32292,153.11411,146.28493,-32.733597,-19.929848,30.74502,8.411212,8.411212,-123.52621,-156.83173,135.7869,6.3988514,149.80717,69.618454,69.618454,32.451935,-17.783691,.081457019,39.811848,38.938641,39.650337,47.397491,47.397491,76.545479,72.843216,39.14901,47.397491,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,0,0,-100,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.4980276166465359,.8133676187742696,0,0,0,0,0,0,0,1,.10515198,32.653992,.82083642,.25810248,.25968033,.50870693,.63306791,.27197123,.13106021,.15076873,.17494343,.15713967,.11022475,.060313448,.047214147,.027710648,.48785344,.14933288,.20448127,.18972239,.1152925,0,0,0,1,0
CA 9,6001,37800,38.228992,-18.942476,8.9439249,7.6229429,26.969198,26.969198,32.589401,17.830858,20.251404,33.120094,51.214569,104.13535,104.13536,-108.89431,-111.60626,189.24377,135.96303,-19.658712,66.455421,66.455414,-200,-200,.081457019,-3.0448496,-4.6581664,-5.5871582,-4.3814173,-4.3814173,9.4155159,7.1186848,-4.3814173,-4.3814173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.4980276166465359,.8133676187742696,0,0,0,0,0,0,0,1,.10515198,32.653992,.82083642,.25810248,.25968033,.50870693,.63306791,.27197123,.13106021,.15076873,.17494343,.15713967,.11022475,.060313448,.047214147,.027710648,.48785344,.14933288,.20448127,.18972239,1,0,0,0,1,0
CA 11,6001,37800,155.85771,-70.651802,172.66666,157.3255,172.33377,172.33377,173.21878,169.89099,31.527746,124.86481,111.27622,80.177711,80.177711,17.859131,4.0461125,22.510445,152.94846,96.206352,159.36993,159.36993,159.16113,158.99057,.081457019,-.78728795,-13.993502,-14.933411,-8.9867744,-8.9867744,20.161215,16.458956,-10.897409,0,0,-8.9867744,0,-100,-100,-100,-100,-100,-100,0,0,100,100,100,100,100,0,100,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100,0,0,0,0,0,0,0,0,100,-100,0,0,0,1,0,0,0,0,0,.4980276166465359,.8133676187742696,0,0,0,0,0,0,0,1,.10515198,32.653992,.82083642,.25810248,.25968033,.50870693,.63306791,.27197123,.13106021,.15076873,.17494343,.15713967,.11022475,.060313448,.047214147,.027710648,.48785344,.14933288,.20448127,.18972239,.14767613,0,0,0,1,0
CA 3,6003,37400,147.7484,109.84377,133.00159,159.6729,193.35046,193.35046,193.36008,193.38382,30.284754,-3.8176656,-23.34787,66.940918,66.940918,78.823105,63.889004,171.70908,34.952667,5.7270584,120.5861,120.5861,133.68924,111.99921,.09937489,2.2704661,-1.9824445,-7.3358326,-2.6593506,-2.6593506,55.869602,.20124018,-10.761052,0,0,-2.6593506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,-100,0,0,0,0,100,0,100,0,0,0,0,0,0,-100,100,0,0,0,0,0,0,0,0,.518089691157411,.6587219199842533,0,0,0,0,0,0,0,1,.10163796,32.010372,.20199046,.51465064,.50576335,.47433776,.62358844,.032284766,.15728477,.12582782,.12748344,.19536424,.13741721,.092715234,.043046359,.019039735,.73675495,.0057947021,.0033112583,.077814572,.0019759075,1,0,0,1,0
CA 3,6005,37400,147.7484,109.84377,133.00159,159.6729,193.35046,193.35046,193.36008,193.38382,30.284754,-3.8176656,-23.34787,66.940918,66.940918,78.823105,63.889004,171.70908,34.952667,5.7270584,120.5861,120.5861,133.68924,111.99921,.089643061,4.7438502,2.3887813,-4.1933894,-3.2499015,-3.2499015,35.793732,1.9936562,-10.761052,0,0,-3.2499015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,-100,0,0,0,0,100,0,100,0,0,0,0,0,0,-100,100,0,0,0,0,0,0,0,0,.518089691157411,.6587219199842533,0,0,0,0,0,0,0,1,.10163796,32.010372,.20199046,.59749156,.53936917,.44934475,.53747702,.033618234,.13897435,.086552709,.13264957,.16632478,.14245014,.10678063,.088945866,.042564102,.85792023,.038717948,.0099715097,.08905983,.059101257,1,0,0,1,0
CA 4,6007,37300,31.387632,-63.779545,183.92046,190.41817,-18.012121,-18.012121,42.800102,-200,-19.06307,40.69685,49.793186,-69.250648,-69.250648,-156.32466,-168.86647,21.236158,109.5047,179.66637,60.879124,60.879124,-7.377737,-6.640801,.10230052,-2.9403269,-7.2084246,-13.261867,1.3200402,1.3200402,5.9932413,1.0793328,-.92381835,0,0,1.3200402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,.2624078285071767,.3832293477159396,0,0,0,0,0,0,0,1,.12327771,27.751276,-.64662069,.59262079,.55970746,.51003838,.57920402,.077117302,.15654302,.15585394,.11857007,.13980341,.10907561,.075788379,.074715391,.046374727,.84523875,.013860246,.033233088,.10502975,.067113727,1,0,0,1,0
CA 2,6007,37300,67.477318,68.914604,179.76173,153.18517,179.06567,179.06567,183.60632,167.89934,-14.915267,2.6782169,24.83238,65.44136,65.44136,50.580479,48.825104,24.590364,26.715508,90.799797,48.201515,48.201523,-200,-200,.10230052,-5.7607412,-4.6432915,-13.115194,-13.505226,-13.505226,-8.8320313,-13.745939,-12.028956,0,-13.505226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2624078285071767,.3832293477159396,0,0,0,0,0,0,0,1,.12327771,27.751276,-.64662069,.59262079,.55970746,.51003838,.57920402,.077117302,.15654302,.15585394,.11857007,.13980341,.10907561,.075788379,.074715391,.046374727,.84523875,.013860246,.033233088,.10502975,.26044697,1,0,0,1,0
