fips,avg_household_size,pop_dens
21165,2.44,12.14717282
21167,2.49,33.35473342
21169,2.47,13.33542593
21171,2.38,12.4633622
21173,2.61,54.30880936
21175,2.35,13.45842234
21177,2.67,25.67719612
21179,2.56,41.97326654
21181,2.6,14.04646094
21183,2.62,15.82514916
21185,2.97,134.8063456
21187,2.72,11.81153494
21189,2.63,8.729023441
21191,2.71,20.2274497
21193,2.35,30.59418111
21195,2.3,29.68313316
21197,2.49,26.57916715
21199,2.46,37.61562899
21201,2.31,8.280686349
21203,2.53,20.52438963
21205,2.54,33.80245019
21207,2.5,27.02947483
21209,2.58,73.33424745
21211,2.73,47.56735556
21213,2.56,29.77797972
21215,2.7,37.72896853
21217,2.54,36.96236602
21219,2.61,12.73252536
21221,2.39,12.54244908
21223,2.38,21.99016694
21225,2.42,16.66905409
21227,2.53,90.10818904
21229,2.48,15.62616521
21231,2.54,17.36678404
21233,2.56,15.29416243
21235,2.74,31.82517611
21237,2.52,12.55259004
21239,2.52,53.00114511
22001,2.73,36.87236211
22003,2.69,13.00552965
22005,2.82,161.3021959
22007,2.56,25.89877241
22009,2.47,18.9711161
22011,2.75,12.26632947
22013,2.26,6.504831559
22015,2.51,57.95449905
22017,2.53,109.1141448
22019,2.54,72.62153265
22021,2.59,7.289798969
22023,2.52,2.063828365
22025,2.43,5.394858883
22027,2.4,8.261874246
22029,2.45,11.09090819
22031,2.56,11.99008553
22033,2.62,376.5643735
22035,2.15,6.63070011
22037,2.33,16.60468344
22039,2.67,19.60644704
22041,2.49,12.5625307
22043,2.73,13.41875837
22045,2.76,48.88778944
22047,2.7,20.56865747
22049,2.45,10.80317751
22051,2.56,568.4608792
22053,2.69,18.65235746
22055,2.6,344.9383309
22057,2.64,35.4943687
22059,2.7,9.239609885
22061,2.51,38.75901342
22063,2.81,82.27008668
22065,2.45,7.093740468
22067,2.58,12.62446152
22069,2.61,12.01309757
22071,2.44,887.9442128
22073,2.62,98.72412134
22075,2.61,11.56468855
22077,2.46,15.35347669
22079,2.65,38.46738735
22081,2.54,8.551783642
22083,2.64,14.22468189
22085,2.58,10.73135837
22087,3.02,46.73374091
22089,2.78,73.29353389
22091,2.65,9.842380269
22093,2.67,34.13874236
22095,2.77,78.26893586
22097,2.73,34.87325247
22099,2.74,28.15151992
22101,2.58,35.95261205
22103,2.72,115.0206595
22105,2.67,63.67638823
22107,2.55,2.988717991
22109,2.78,35.34650913
22111,2.84,9.894953492
22113,2.74,19.70213394
22115,2.74,14.83067473
22117,2.57,26.79066518
22119,2.38,25.79577098
22121,2.6,51.89708458
22123,2.63,12.00242233
22125,3.06,14.72060896
22127,2.32,5.890165171
23001,2.29,88.65336766
23003,2.23,3.951100932
23005,2.36,134.4200117
23007,2.44,6.829858409
23009,2.24,13.26827489
23011,2.29,54.09850381
23013,2.23,42.11023048
23015,2.17,28.8534917
23017,2.72,10.65676782
23019,2.36,17.24666118
23021,2.25,1.646063948
23023,2.22,53.63021744
23025,2.32,4.989161243
23027,2.27,20.84929659
23029,2.22,4.775067856
23031,2.36,79.1261164
24001,2.3,65.82512308
24003,2.65,528.4397218
24005,2.58,534.0413784
24009,2.85,164.9551742
24011,2.68,39.7352873
24013,2.71,144.4971047
24015,2.74,114.3069038
24017,2.78,132.9772265
24019,2.39,23.03451107
24021,2.67,145.2537914
24023,2.38,17.47424746
24025,2.67,221.7271443
24027,2.77,485.1603249
24029,2.27,27.3066914
24031,2.79,814.4747962
24033,2.87,724.9258165
24035,2.69,51.26963696
24037,2.69,120.0551638
24039,2.34,31.07787965
24041,2.21,53.49765439
24043,2.52,126.3575575
24045,2.61,105.3600627
24047,2.34,42.51432218
24510,2.48,2932.040761
25001,2.24,209.2848818
25003,2.18,53.04016386
25005,2.51,390.1505028
25007,2.68,64.7697872
25009,2.61,612.3264362
25011,2.28,39.1694219
25013,2.54,293.5650603
25015,2.36,118.019676
25017,2.56,753.0895333
25019,2.91,92.90351158
25021,2.58,680.6297135
25023,2.69,300.0827076
25025,2.41,5248.519833
25027,2.58,210.1639701
26001,2.04,5.931269853
26003,2.64,3.879446925
26005,2.65,53.92102964
26007,2.21,19.31776341
26009,2.34,18.81251469
26011,2.24,16.12227532
26013,2.37,3.655915256
26015,2.49,41.92435909
26017,2.35,91.48441331
26019,2.56,21.197698
26021,2.35,105.2725308
26023,2.5,33.22953627
26025,2.43,73.51472524
26027,2.45,40.53988578
26029,2.28,24.31537847
26031,2.24,13.74212731
26033,2.41,9.372935438
26035,2.43,20.94547115
26037,2.62,53.09820863
26039,2.25,9.601162039
26041,2.23,11.93153821
26043,2.27,12.97412949
26045,2.42,73.26986942
26047,2.24,27.28536454
26049,2.41,248.1385245
26051,2.28,19.45875815
26053,2.11,5.399860881
26055,2.4,76.28762679
26057,2.33,27.89690217
26059,2.47,29.58287449
26061,2.54,13.91206727
26063,2.23,14.56719108
26065,2.41,201.0352465
26067,2.64,43.37072155
26069,2.14,17.75237723
26071,2.03,3.712682017
26073,2.58,47.7151145
26075,2.42,87.41753194
26077,2.46,179.6764763
26079,2.42,12.04569854
26081,2.64,292.8105753
26083,1.96,1.522643144
26085,2.53,8.001922192
26087,2.59,52.83187468
26089,2.32,24.06356429
26091,2.44,50.7194931
26093,2.63,128.7462614
26095,2.42,2.732980156
26097,1.99,4.087103862
26099,2.5,699.8635883
26101,2.4,17.40261535
26103,2.39,14.28674789
26105,2.34,22.53091769
26107,2.54,30.0915382
26109,2.14,8.592286346
26111,2.41,62.36493775
26113,2.46,10.25845311
26115,2.5,105.2143241
26117,2.55,34.60108249
26119,2.17,6.540803771
26121,2.53,132.5934611
26123,2.49,22.15734823
26125,2.47,556.7798567
26127,2.53,18.95519222
26129,2.22,14.33948507
26131,2.04,1.757663769
26133,2.5,15.83991701
26135,2.15,5.649489754
26137,2.42,18.2897872
26139,2.71,194.610162
26141,2.17,7.500864573
26143,2.17,17.73229412
26145,2.37,92.98590075
26147,2.44,85.4121096
26149,2.5,46.96898707
26151,2.37,16.59656849
26153,2.36,2.658521495
26155,2.44,49.80663028
26157,2.39,25.55592587
26159,2.55,47.81657698
26161,2.47,200.1470343
26163,2.57,1111.243974
26165,2.51,22.629962
27001,2.02,3.355774681
27003,2.72,317.8925949
27005,2.47,9.915577814
27007,2.54,7.108971232
27009,2.4,37.61666773
27011,2.14,3.87977138
27013,2.42,34.24424159
27015,2.24,15.92903909
27017,2.49,15.93174014
27019,2.78,109.4606279
27021,2.2,5.543212648
27023,2.3,7.979724605
27025,2.63,50.92789964
27027,2.48,23.19904548
27029,2.51,3.4066548
27031,1.94,1.411880747
27033,2.28,6.860833752
27035,2.36,24.69495301
27037,2.59,287.0862611
27039,2.65,18.09049033
27041,2.23,22.55843074
27043,2.22,7.530445672
27045,2.38,9.363680281
27047,2.31,16.66426612
27049,2.34,23.57660276
27051,2.25,4.185268289
27053,2.4,861.2850078
27055,2.25,13.05300211
27057,2.37,8.698506431
27059,2.61,34.53384188
27061,2.28,6.543269942
27063,2.26,5.518239361
27065,2.45,11.84603911
27067,2.49,20.65528477
27069,2.17,1.523938398
27071,2.21,1.572662334
27073,2.14,3.418299557
27075,1.99,1.934660717
27077,2.37,1.133137767
27079,2.54,24.08072321
27081,2.24,4.104994209
27083,2.44,13.96464829
27085,2.38,28.14346915
27087,2.81,3.810728538
27089,2.34,2.042900712
27091,2.27,10.82101817
27093,2.47,14.65436517
27095,2.49,17.35546372
27097,2.4,11.30721277
27099,2.51,21.49557969
27101,2.22,4.576826326
27103,2.42,29.07368911
27105,2.71,11.79157554
27107,2.31,2.901554031
27109,2.48,90.43287249
27111,2.35,11.35525316
27113,2.33,8.882049316
27115,2.57,7.969148816
27117,2.25,7.625646039
27119,2.42,6.188180671
27121,2.17,6.331688418
27123,2.52,1373.486689
27125,2.35,3.578797267
27127,2.4,6.737440087
27129,2.32,5.782590878
27131,2.49,51.21026588
27133,2.3,7.533047083
27135,2.54,3.571336243
27137,2.23,12.36461145
27139,2.92,155.3858522
27141,2.87,83.15061917
27143,2.43,9.777886502
27145,2.53,45.09063611
27147,2.49,32.95902354
27149,2.59,6.702543102
27151,2.19,4.896789923
27153,2.45,9.985919718
27155,2.05,2.2451408920000002
27157,2.4,15.87359205
27159,2.33,9.824684807
27161,2.38,17.15359088
27163,2.68,254.4333331
27165,2.51,9.740561887
27167,2.19,3.261048572
27169,2.4,31.35532941
27171,2.79,77.52473687
27173,2.3,5.019167855
28001,2.55,26.34483607
28003,2.52,35.88420614
28005,2.47,6.593508175
28007,2.56,9.761341766
28009,2.69,7.836628889
28011,2.55,14.35428471
28013,2.47,9.591117351
28015,2.72,6.224560229
28017,2.63,13.29553467
28019,2.58,7.682417421
28021,2.79,7.224334492
28023,2.54,8.892475729
28025,2.52,18.65044155
28027,2.64,16.6338302
28029,2.88,14.26663426
28031,2.77,17.81234204
28033,2.83,142.7718716
28035,2.55,62.56364293
28037,2.55,5.310617435
28039,3.15,19.12378631
28041,2.45,7.42912219
28043,2.54,19.46233744
28045,2.37,38.0046386
28047,2.51,136.3818479
28049,2.62,107.3264588
28051,2.77,9.222988945
28053,2.66,7.877689387
28055,2.17,1.241373363
28057,2.57,17.01531858
28059,2.74,75.86074194
28061,2.46,9.437315628
28063,2.72,5.45513727
28065,2.35,10.86616101
28067,2.69,38.03942488
28069,2.47,5.093219192
28071,2.5,32.67504104
28073,2.74,47.59319855
28075,2.49,42.42785064
28077,2.64,11.32278836
28079,2.72,15.14873331
28081,2.6,72.86541382
28083,2.77,19.37028134
28085,2.63,22.6813684
28087,2.53,45.4032083
28089,2.6,55.92727918
28091,2.57,17.94030858
28093,2.58,19.56630999
28095,2.52,18.08666701
28097,2.18,9.67483601
28099,2.71,19.89379786
28101,2.58,14.38157924
28103,2.64,6.014045636
28105,2.5,41.69167639
28107,2.73,19.2962311
28109,2.58,26.24515785
28111,2.61,7.175499358
28113,2.63,37.51072001
28115,2.88,24.29022523
28117,2.58,23.5949236
28119,2.36,7.02780924
28121,2.62,75.29564324
28123,2.7,18.00808841
28125,2.49,4.03434357
28127,2.82,17.7419576
28129,2.72,9.747403215
28131,2.87,15.92563533
28133,2.67,14.68138043
28135,2.6,8.59369213
28137,2.59,27.17935372
28139,2.71,18.54515252
28141,2.52,17.72437119
28143,2.55,8.636126794
28145,2.82,26.34292915
28147,2.55,13.95663243
28149,2.48,30.88399826
28151,2.54,25.08498098
28153,2.62,9.725940258
28155,2.57,9.014770636
28157,2.73,5.118752942
28159,2.42,11.67237598
28161,2.37,10.26601327
28163,2.71,11.71024944
29001,2.37,17.23537089
29003,2.53,15.5313136
29005,2.06,3.717911062
29007,2.55,14.35392985
29009,2.66,17.60854903
29011,2.37,7.728171676
29013,2.39,7.555966482
29015,2.36,10.41371619
29017,2.58,7.673882055
29019,2.39,99.41363667
29021,2.54,84.24475137
29023,2.55,23.75128649
29025,2.4,8.193956256
29027,2.55,20.74470794
29029,2.77,26.54100904
29031,2.55,52.27181693
29033,2.46,4.915339508
29035,2.6,4.715945821
29037,2.58,56.90980617
29039,2.38,11.34180243
29041,2.63,3.878610694
29043,2.69,57.83181595
29045,2.28,5.203054047
29047,2.62,232.2097386
29049,2.45,18.86931837
29051,2.42,75.67995645
29053,2.49,12.04755146
29055,2.51,12.62606615
29057,2.38,5.980517182
29059,2.6,11.77610429
29061,2.71,5.690563996
29063,2.38,11.51275537
29065,2.43,7.952232527
29067,2.58,6.346587852
29069,2.39,21.71187675
29071,2.5,43.00662407
29073,2.37,10.9699606
29075,2.47,5.236582122
29077,2.27,164.9031583
29079,2.44,8.904548618
29081,2.33,4.57112958
29083,2.34,12.05766505
29085,2.31,9.069544684
29087,2.11,3.718385395
29089,2.63,8.419006275
29091,2.48,16.6982967
29093,2.37,7.171734272
29095,2.41,441.9796225
29097,2.58,72.10268318
29099,2.62,131.327441
29101,2.46,24.99754762
29103,2.52,3.026712691
29105,2.53,17.92770478
29107,2.46,20.02231721
29109,2.57,24.06788678
29111,2.45,7.6655937
29113,2.92,34.2392392
29115,2.37,7.643167885
29117,2.33,10.9353774
29119,2.79,16.33712376
29121,2.54,7.350907175
29123,2.4,9.531744995
29125,2.41,6.509058175
29127,2.36,25.33705272
29129,2.71,3.117163151
29131,2.52,16.32035586
29133,2.38,12.89686587
29135,2.73,14.84578973
29137,2.34,5.159116544
29139,2.29,8.331136413
29141,2.55,13.00961905
29143,2.39,10.19012491
29145,2.57,35.96925233
29147,2.34,9.926797763
29149,2.45,5.23034364
29151,2.61,8.668811026
29153,2.2,4.786813376
29155,2.46,13.34854591
29157,2.47,15.58391918
29159,2.6,23.97969004
29161,2.37,25.74230576
29163,2.43,10.64771721
29165,2.54,90.89432517
29167,2.6,19.16699993
29169,2.88,37.11399762
29171,2.62,3.593702353
29173,2.53,8.397114239
29175,2.72,19.952522
29177,2.57,15.49338692
29179,2.31,3.015836521
29181,2.65,8.398043917
29183,2.64,268.6522511
29185,2.21,5.36725552
29186,2.47,13.8234786
29187,2.38,56.68575765
29189,2.43,759.9012477
29195,2.54,11.80651013
29197,2.8,5.656372927
29199,2.64,4.332410851
29201,2.47,35.6039403
29203,2.56,3.171679413
29205,2.35,4.672262407
29207,2.48,13.84160574
29209,2.42,26.2325202
29211,2.82,3.764006173
29213,2.37,33.41085262
29215,2.53,8.419195202
29217,2.45,9.667138206
29219,2.74,30.54539784
29221,2.61,12.66790806
29223,2.42,6.768118295
29225,2.75,24.81348099
29227,2.33,2.954102851
29229,2.48,10.35972684
29510,2.14,1946.488522
30001,2.23,0.654314038
30003,3.59,1.033353047
30005,2.84,0.614439103
30007,2.39,1.8891289
30009,2.3,1.988486632
30011,2.07,0.152338308
30013,2.3,11.6976558
30015,2.52,0.562649284
30017,2.33,1.208830904
30019,2.02,0.474634872
30021,2.2,1.496116434
30023,2.1,4.769393728
30025,2.12,0.676164257
30027,2.17,1.003042044
30029,2.53,7.444166724
30031,2.4,15.52240319
30033,2.55,0.094202281
30035,3.08,1.766046266
30037,2.15,0.238021614
30039,2.5,0.730775675
30041,2.55,2.189293274
30043,2.59,2.744652136
30045,2.11,0.402893841
30047,2.46,7.712890069
30049,2.35,7.488642018
30051,2.55,0.615610724
30053,2.32,2.068965945
30055,2.29,0.238188064
30057,2.27,0.884294427
30059,2.59,0.317680164
30061,2.43,1.333101286
30063,2.31,17.27000868
30065,2.3,0.993063277
30067,2.08,2.238245101
30069,2.31,0.100745144
30071,2.29,0.309754319
30073,2.75,1.43644547
30075,2.04,0.189527657
30077,2.2,1.138864613
30079,2.44,0.298369405
30081,2.43,6.766403778
30083,2.51,2.104315038
30085,3.47,1.841367561
30087,2.91,0.713128729
30089,2.28,1.611462735
30091,2.12,0.823443132
30093,2.22,18.72154978
30095,2.5,2.022111715
30097,2.35,0.760133429
30099,2.38,1.033411611
30101,2.24,1.00325234
30103,2.13,0.306812412
30105,2.15,0.590349696
30107,2.57,0.583300336
30109,2.31,0.510539111
30111,2.37,23.13797825
31001,2.35,21.6489608
31003,2.35,2.869970753
31005,2.17,0.225609394
31007,2.49,0.360122313
31009,2.2,0.260774045
31011,2.28,2.987909948
31013,2.27,3.981695167
31015,2.23,1.460214964
31017,2.05,0.944584305
31019,2.44,19.55194317
31021,2.2,5.127233038
31023,2.34,5.325150983
31025,2.54,17.80487703
31027,2.42,4.445499238
31029,2.14,1.611891253
31031,2.21,0.375076078
31033,2.2,3.179738737
31035,2.38,4.204495806
31037,2.87,10.09229052
31039,2.36,6.084652306
31041,2.21,1.623503835
31043,2.69,29.68487481
31045,2.17,2.459581421
31047,2.61,9.072036211
31049,2.28,1.662557131
31051,2.45,4.659724922
31053,2.33,26.77064844
31055,2.51,656.4846395
31057,2.28,0.849301948
31059,2.13,3.740430537
31061,2.16,2.0156155079999998
31063,2.23,1.033560721
31065,2.19,2.569606067
31067,2.29,9.792428628
31069,2.08,0.421092294
31071,2.17,1.339384095
31073,2.26,1.698105872
31075,2.3,0.356844403
31077,2.31,1.633007952
31079,2.64,43.34746351
31081,2.44,6.539323541
31083,2.22,2.398373809
31085,2.28,0.510607004
31087,2.32,1.546165195
31089,2.26,1.639703994
31091,1.96,0.369954722
31093,2.39,4.343614272
31095,2.15,4.86749085
31097,2.27,5.33560115
31099,2.42,4.900290674
31101,2.09,2.945592319
31103,2.43,0.395553506
31105,2.3,1.487464399
31107,2.25,2.946855855
31109,2.42,142.9473945
31111,2.31,5.335433147
31113,2.6,0.599457131
31115,2.1,0.400818445
31117,2.23,0.204069379
31119,2.39,23.71004316
31121,2.29,6.200975825
31123,2.36,1.312734764
31125,2.2,3.10711532
31127,2.25,6.638229442
31129,2.19,2.869810904
31131,2.43,9.968883881
31133,2.16,2.396822475
31135,2.34,1.270637464
31137,2.26,6.523378493
31139,2.32,4.820478828
31141,2.51,18.93739637
31143,2.52,4.62869233
31145,2.33,5.81894875
31147,2.08,5.603593945
31149,2.06,0.516950977
31151,2.63,9.609820964
31153,2.72,289.1498948
31155,2.49,10.81906276
31157,2.43,18.93133088
31159,2.38,11.57233115
31161,2.27,0.827895094
31163,2.2,2.075757321
31165,2.19,0.236515051
31167,2.47,5.410380323
31169,2.17,3.430332655
31171,2.21,0.349327722
31173,3.26,7.00427631
31175,2.26,2.870729905
31177,2.45,20.01910761
31179,2.22,8.165474763
31181,2.3,2.39822493
31183,2.3,0.551782334
31185,2.25,9.306082763
32001,2.39,1.880169072
32003,2.76,104.7773624
32005,2.31,26.01935166
32007,2.91,1.175046521
32009,2.15,0.105744821
32011,2.43,0.169210084
32013,2.66,0.67698502
32015,2.73,0.404097487
32017,2.27,0.187869851
32019,2.58,10.25530062
32021,2.26,0.457621869
32023,2.31,0.928097868
32027,2.42,0.422841718
32029,2.44,5.76438581
32031,2.5,27.60229777
32033,2.34,0.423622183
32510,2.33,145.3721513
33001,2.41,58.26447251
33003,2.24,19.8217429
33005,2.37,41.66540897
33007,2.16,6.892993893
33009,2.39,20.29512615
33011,2.53,181.0770805
33013,2.47,61.85570414
33015,2.52,169.417981
33017,2.46,134.7083877
33019,2.39,30.97544782
34001,2.63,186.6445126
34003,2.72,1542.514631
34005,2.63,215.6107178
34007,2.67,885.0013032
34009,2.28,143.8511318
34011,2.77,122.5339021
34013,2.73,2430.062385
34015,2.74,348.783328
34017,2.59,5589.05695
34019,2.56,112.8552591
34021,2.71,634.3949589
34023,2.8,1032.248366
34025,2.64,514.1065673
34027,2.68,414.4534852
34029,2.6,363.7218004
34031,3.03,1046.233338
34033,2.59,73.69160463
34035,2.78,422.3190815
34037,2.63,105.9174896
34039,2.89,2077.943059
34041,2.52,115.1076239
35001,2.52,225.3235596
35003,2.46,0.197339545
35005,2.74,4.165683658
35006,2.84,2.294339254
35007,2.08,1.269172936
35009,2.65,13.79056247
35011,2.88,0.342373576
35013,2.71,21.83262512
35015,2.67,5.309932336
35017,2.28,2.735142715
35019,2.59,0.55842484
35021,2.18,0.083379305
35023,2.43,0.490812579
35025,3.05,6.165546329
35027,2.47,1.556999256
35028,2.41,64.90186053
35029,2.64,3.159397718
35031,3.55,5.160303396
35033,2.96,0.914618967
35035,2.66,3.838797533
35037,2.71,1.124899084
35039,3.12,2.58946426
35041,2.57,3.01756389
35043,2.78,14.64948722
35045,2.91,8.919493131
35047,2.34,2.292482223
35049,2.36,30.10170894
35051,2.02,1.028233873
35053,3.62,0.987564721
35055,2.66,5.76565773
35057,2.67,1.79996145
35059,2.56,0.421424886
35061,2.71,27.49185961
36001,2.3,227.0299683
36003,2.34,17.63858838
36005,2.79,13202.5153
36007,2.34,106.3436213
36009,2.39,22.92557801
36011,2.35,43.4727628
36013,2.35,47.21686759
36015,2.36,81.26735421
36017,2.31,20.89013457
36019,2.33,30.05984747
36021,2.31,37.06052091
36023,2.52,37.25221569
36025,2.27,12.17982076
36027,2.57,142.6173355
36029,2.3,340.609971
36031,2.26,8.124182895
36033,2.35,12.01333702
36035,2.34,41.880882
36037,2.42,45.51733961
36039,2.59,28.40871645
36041,3.95,1.028556276
36043,2.49,17.09745413
36045,2.5,34.82996277
36047,2.69,14475.02544
36049,2.57,8.093460876
36051,2.36,39.05683212
36053,2.54,42.07261082
36055,2.38,437.4604077
36057,2.46,47.3398751
36059,3,1840.443984
36061,2.07,27819.8048
36063,2.35,156.4831231
36065,2.42,73.49927817
36067,2.4,230.2773622
36069,2.39,65.62805041
36071,2.9,179.7740783
36073,2.33,40.63188004
36075,2.48,48.32299623
36077,2.32,23.22022723
36079,2.77,166.0782406
36081,2.91,8158.437153
36083,2.38,94.3461432
36085,2.81,3182.469323
36087,3.17,720.588009
36089,2.34,15.78810561
36091,2.38,108.3842223
36093,2.82,292.3099656
36095,2.38,19.47465415
36097,2.43,21.15696809
36099,2.33,41.28321835
36101,2.37,26.91291732
36103,2.99,630.0681534
36105,2.56,29.99485049
36107,2.42,36.51369922
36109,2.27,83.75559012
36111,2.41,61.57895417
36113,2.31,28.70684208
36115,2.44,28.72095934
36117,2.44,58.09538513
36119,2.71,868.7630666
36121,2.38,26.42298174
36123,2.63,28.55607296
37001,2.43,146.4195117
37003,2.61,55.12519437
37005,2.28,18.07442269
37007,2.47,18.38460003
37009,2.23,24.3309623
37011,2.15,27.31960936
37013,2.42,21.92453498
37015,2.29,10.84789289
37017,2.38,14.9071817
37019,2.32,57.67976134
37021,2.31,149.6625061
37023,2.5,68.42254022
37025,2.76,215.3137563
37027,2.48,66.91171792
37029,2.71,16.78371294
37031,2.28,52.42275604
37033,2.38,20.64641073
37035,2.52,150.7660738
37037,2.42,39.52730186
37039,2.29,23.45075357
37041,2.33,31.76573696
37043,2.13,19.4197422
37045,2.59,80.81165896
37047,2.39,23.16860564
37049,2.4,56.326586
37051,2.55,196.4978597
37053,2.53,38.02387756
37055,2.3,36.00929191
37057,2.49,114.9316993
37059,2.6,61.48313306
37061,2.69,27.98934165
37063,2.37,413.0661931
37065,2.46,40.74050477
37067,2.46,351.818409
37069,2.56,50.95320151
37071,2.62,235.0834095
37073,2.57,13.10727687
37075,2.57,11.31599656
37077,2.62,42.72888447
37079,2.56,30.40886897
37081,2.49,312.9883303
37083,2.38,27.60090416
37085,2.82,84.58897537
37087,2.28,42.15136875
37089,2.32,117.6382408
37091,2.47,26.40568695
37093,2.92,52.69099177
37095,2.68,3.40051688
37097,2.62,116.0105487
37099,2.32,33.21533826
37101,2.82,93.28731529
37103,2.31,7.941273325
37105,2.72,91.01472262
37107,2.42,55.36507148
37109,2.52,106.2885681
37111,2.45,39.58744155
37113,2.17,25.76839886
37115,2.4,18.38131549
37117,2.42,19.50200006
37119,2.57,777.490679
37121,2.31,26.24596882
37123,2.51,21.47453903
37125,2.42,52.92208077
37127,2.5,67.15748107
37129,2.32,450.4417618
37131,2.24,14.52336894
37133,2.71,98.26201274
37135,2.51,138.8280019
37137,2.25,14.62017189
37139,2.51,67.18498084
37141,2.66,26.15386784
37143,2.26,21.0264128
37145,2.46,38.68063514
37147,2.47,104.9774445
37149,2.22,33.23227784
37151,2.53,70.55487528
37153,2.36,36.83225335
37155,2.83,54.3898503
37157,2.41,62.30119042
37159,2.59,105.3842697
37161,2.48,45.43057632
37163,2.66,25.95007128
37165,2.49,42.66062983
37167,2.49,59.71835464
37169,2.35,39.47323116
37171,2.45,52.1554812
37173,2.57,10.42865887
37175,2.28,34.19200208
37177,2.1,4.069740194
37179,2.99,138.3415406
37181,2.59,68.04566958
37183,2.62,484.0293229
37185,2.45,18.02480365
37187,2.37,13.54495067
37189,2.37,66.88043417
37191,2.51,86.43433211
37193,2.38,35.03134634
37195,2.48,85.43582742
37197,2.42,43.41806243
37199,2.37,21.82161709
38001,2.18,0.919113298
38003,2.02,2.80499578
38005,3.01,1.914602497
38007,2.38,0.317931699
38009,2.05,1.524809163
38011,2.23,1.061706473
38013,2.52,0.774245882
38015,2.29,22.1694151
38017,2.28,38.10818851
38019,2.14,0.991599941
38021,2.18,1.695959278
38023,2.02,0.725505176
38025,2.58,0.843341809
38027,2.11,1.417163096
38029,2.12,0.857256796
38031,2.22,1.999015167
38033,2.09,0.725549989
38035,2.18,18.92762217
38037,2.13,0.553851572
38039,2.05,1.234321195
38041,2.23,0.878449452
38043,2.33,0.70295402
38045,2.22,1.381413591
38047,2.09,0.749418756
38049,2.23,1.221167228
38051,1.94,1.05127794
38053,3.16,1.753380816
38055,2.18,1.757861143
38057,2.28,3.173475024
38059,2.21,6.122544916
38061,3.1,2.147448976
38063,1.92,1.14834598
38065,2.45,0.981672527
38067,2.15,2.421474483
38069,2.09,1.596034519
38071,2.21,3.759383435
38073,2.2,2.40027493
38075,2.39,1.098365691
38077,2.23,4.380133041
38079,3.11,6.2433897290000004
38081,2.1,1.746330823
38083,2.04,0.55788079
38085,3.93,1.557332831
38087,2.14,0.223737517
38089,2.47,8.931224583
38091,2.14,1.035447223
38093,2.14,3.660565624
38095,2.14,0.846399517
38097,2.28,3.592037206
38099,2.15,3.254098253
38101,2.42,13.24099277
38103,2.02,1.232182117
38105,2.44,6.328861656
39001,2.54,18.43528327
39003,2.46,99.41870485
39005,2.51,48.81671864
39007,2.51,53.96951051
39009,2.49,50.54941896
39011,2.42,44.03976778
39013,2.46,49.68223263
39015,2.47,34.4162569
39017,2.65,313.0169285
39019,2.44,26.98352715
39021,2.5,34.97825851
39023,2.4,131.5326244
39025,2.61,173.5467612
39027,2.48,39.58094919
39029,2.39,75.49120655
39031,2.5,25.04020235
39033,2.34,40.3807481
39035,2.27,1058.845542
39037,2.45,33.39676244
39039,2.48,35.92080315
39041,2.83,171.6427445
39043,2.36,115.3782918
39045,2.69,117.0455016
39047,2.41,27.21693041
39049,2.47,924.8617766
39051,2.55,40.28660522
39053,2.52,24.98947146
39055,2.63,90.62809664
39057,2.4,154.7781165
39059,2.41,29.03526107
39061,2.33,772.3432857
39063,2.31,55.00347628
39065,2.54,25.88926772
39067,2.43,14.68955905
39069,2.43,25.35218255
39071,2.55,30.0227579
39073,2.5,26.112686450000002
39075,3.45,40.07562584
39077,2.51,45.92191061
39079,2.5,29.87693554
39081,2.36,63.27687522
39083,2.47,44.97621412
39085,2.36,387.4186669
39087,2.55,51.6272581
39089,2.63,97.47807618
39091,2.4,38.1576236
39093,2.49,241.0812951
39095,2.36,489.9833862
39097,2.58,36.45923381
39099,2.29,216.7995986
39101,2.42,62.4866796
39103,2.58,162.4115331
39105,2.49,20.79073257
39107,2.5,34.06963532
39109,2.53,99.53878287
39111,2.35,11.93746325
39113,2.3,445.1215694
39115,2.36,13.63141217
39117,2.74,33.25090811
39119,2.46,50.01043464
39121,2.41,14.01081595
39123,2.25,61.70172325
39125,2.42,17.49738383
39127,2.63,34.05914789
39129,2.67,44.23060638
39131,2.57,24.7420808
39133,2.51,128.8401928
39135,2.53,37.50382619
39137,2.54,27.1799056
39139,2.38,94.59562525
39141,2.47,43.16614992
39143,2.46,56.05385903
39145,2.42,48.32494083
39147,2.42,38.87112962
39149,2.59,46.21247465
39151,2.39,250.6435257
39153,2.37,506.7518997
39155,2.3,126.0650673
39157,2.48,62.95821055
39159,2.68,49.76986219
39161,2.45,26.68768789
39163,2.55,12.27625098
39165,2.68,218.0111163
39167,2.35,37.06671934
39169,2.59,80.86307207
39171,2.34,33.90166936
39173,2.44,81.28457967
39175,2.4,20.97888479
40001,2.84,14.8826669
40003,2.43,2.609946132
40005,2.33,5.491211135
40007,2.63,1.152122952
40009,2.75,9.684911042
40011,2.09,4.006477878
40013,2.61,19.53287138
40015,2.76,8.865771627
40017,3.01,58.86855908
40019,2.59,22.73184655
40021,2.83,25.04226859
40023,2.45,7.46084931
40025,2.23,0.460637106
40027,2.52,198.2719805
40029,2.48,4.198174431
40031,2.66,44.25467632
40033,2.62,3.618406191
40035,2.46,7.349775298
40037,2.64,28.91594453
40039,2.62,11.40516457
