fips,avg_household_size,pop_dens
8087,2.58,8.520276893
8089,2.32,5.606676985
8091,2.15,3.366318394
8093,2.43,3.060796323
8095,2.54,2.42349412
8097,2.53,7.123409994
8099,2.35,2.840156146
8101,2.51,26.6484169
8103,2.54,0.774968455
8105,2.47,4.805762482
8107,2.56,4.065971747
8109,2.44,0.78815115
8111,2.05,0.542015888
8113,2.31,2.390921614
8115,2.27,1.655606826
8117,3.09,19.31275691
8119,2.35,16.71340388
8121,2.24,0.742125633
8123,2.83,28.58676378
8125,2.46,1.644250309
9001,2.72,583.4165304
9003,2.49,470.033815
9005,2.43,76.77098216
9007,2.35,170.7988153
9009,2.52,548.8569872
9011,2.39,156.0796361
9013,2.46,142.3296361
9015,2.5,87.72291173
10001,2.63,115.2242931
10003,2.64,502.7696186
10005,2.42,90.54899837
11001,2.29,4322.952569
12001,2.54,116.1122104
12003,2.92,18.33099273
12005,2.57,92.88574252
12007,2.6,35.43517528
12009,2.49,219.3764634
12011,2.77,612.6877168
12013,2.73,9.829928189
12015,2.28,100.3107253
12017,2.24,94.93927794
12019,2.81,132.3380171
12021,2.55,70.38522842
12023,2.57,33.45442557
12027,2.74,22.07300896
12029,2.28,9.000593262
12031,2.55,467.7286986
12033,2.47,183.0818998
12035,2.62,85.26646662
12037,2.35,8.312154044
12039,2.47,34.41309565
12041,2.5,19.44892619
12043,2.71,6.396443472
12045,2.55,11.20100125
12047,2.44,10.72301185
12049,3.22,16.48852955
12051,3.17,13.3997
12053,2.46,149.2023044
12055,2.44,38.75140638
12057,2.63,521.0066098
12059,2.51,15.66641222
12061,2.6,115.9449839
12063,2.4,20.38294824
12065,2.04,9.105798596
12067,3.43,6.213187459
12069,2.55,136.1988861
12071,2.61,354.8307687
12073,2.43,166.8139264
12075,2.41,13.79768236
12077,2.9,3.865349802
12079,2.45,10.24056807
12081,2.57,194.2390085
12083,2.48,84.68030731
12085,2.41,111.8867742
12086,3.07,552.1870708
12087,2.39,29.97806808
12089,2.55,47.960964
12091,2.52,83.31780277
12093,2.73,20.37434037
12095,2.81,565.2007179
12097,3.4,98.47136801
12099,2.6,284.088504
12101,2.52,264.0275519
12103,2.31,1351.009895
12105,2.84,143.6573523
12107,2.52,38.59923128
12109,2.7,151.366953
12111,2.68,206.3889596
12113,2.68,65.00332156
12115,2.25,285.7580921
12117,2.7,567.9030651
12119,2.04,83.85731716
12121,2.81,24.63015902
12123,2.47,8.177839655
12125,2.5,24.1579477
12127,2.43,184.9915148
12129,2.56,20.2958573
12131,2.42,24.50311443
12133,2.57,16.22262188
13001,2.68,14.01828756
13003,2.95,9.311240898
13005,2.65,15.26007768
13007,2.3,3.600682675
13009,2.54,67.58826619
13011,2.8,30.7975219
13013,3.03,184.3449202
13015,2.75,87.06431394
13017,2.56,26.47984793
13019,2.57,16.20197066
13021,2.54,237.6230669
13023,2.71,22.84919033
13025,2.82,16.17660577
13027,2.44,12.23231715
13029,2.83,31.66554713
13031,2.47,42.71567016
13033,2.73,10.52749269
13035,2.57,49.92067542
13037,2.45,8.851659627
13039,2.64,32.29088126
13043,2.66,17.19879927
13045,2.73,89.76724683
13047,2.67,157.855196
13049,3.31,6.425905488
13051,2.54,255.8861832
13053,2.83,16.71307246
13055,2.54,30.5811718
13057,2.8,221.8137088
13059,2.41,403.5373333
13061,2.45,5.92972984
13063,2.95,759.4524648
13065,2.51,3.194479252
13067,2.65,846.6897774
13069,2.73,28.0050694
13071,2.92,32.18979963
13073,3.13,196.0552786
13075,2.73,29.06445414
13077,2.73,123.0428652
13079,2.62,14.66866007
13081,2.69,32.35111079
13083,2.45,36.01155909
13085,2.72,43.69808396
13087,2.53,17.34890996
13089,2.63,1071.792083
13091,2.45,16.28549963
13093,2.59,13.67379756
13095,2.5,106.9675386
13097,2.87,273.6920768
13099,2.5,7.794360252
13101,2.56,3.668091972
13103,2.85,47.32731502
13105,2.53,21.12744236
13107,2.58,12.76414276
13109,2.55,22.64537743
13111,2.37,24.86526439
13113,2.79,221.2247862
13115,2.6,73.327379
13117,2.98,378.0699634
13119,2.64,33.23399178
13121,2.47,749.0585218
13123,2.55,27.10603808
13125,2.65,8.082208149
13127,2.44,77.27916697
13129,2.77,61.62118087
13131,2.74,21.17483154
13133,2.4,16.90816692
13135,3.11,809.1434093
13137,2.75,61.77157867
13139,3.04,192.5293528
13141,1.97,6.995568868
13143,2.57,39.6220831
13145,2.72,27.95999603
13147,2.47,42.57866856
13149,2.57,15.23138636
13151,2.98,268.1545574
13153,2.67,155.7337104
13155,2.77,10.09811305
13157,2.95,74.74438404
13159,2.69,14.44602729
13161,2.82,17.49091774
13163,2.72,11.56507965
13165,2.57,9.812495124
13167,2.82,12.39782262
13169,2.69,27.98010351
13171,2.71,38.95305074
13173,2.7,20.36437069
13175,2.7,22.6783855
13177,2.73,31.84009173
13179,2.59,46.43059823
13181,2.25,14.31311751
13183,3.22,17.50796876
13185,2.73,88.98728352
13187,2.62,43.60027534
13189,2.62,32.23819688
13191,2.33,12.63872337
13193,2.46,12.99014252
13195,2.67,39.52268532
13197,2.52,8.9495611
13199,2.55,16.26375695
13201,2.46,7.978434865
13205,2.56,16.91088273
13207,2.65,26.32880923
13209,2.71,14.46771444
13211,2.71,20.26622642
13213,2.79,44.33472499
13215,2.6,350.8393599
13217,2.87,150.205821
13219,2.81,77.53671083
13221,2.61,13.00073608
13223,2.96,192.6729203
13225,2.47,69.28779256
13227,2.57,51.29878159
13229,2.68,21.73383004
13231,2.92,32.30892798
13233,2.76,51.78338682
13235,2.55,17.49578798
13237,2.46,24.08701172
13239,2.44,5.810523669
13241,2.44,17.16668982
13243,2.64,6.389714553
13245,2.65,239.8436152
13247,2.89,264.7460085
13249,2.78,12.05448566
13251,2.58,8.364521574
13253,2.51,13.71390191
13255,2.63,127.5010942
13257,2.63,55.33657684
13259,2.2,5.085203438
13261,2.4,24.26936641
13263,2.3,6.292033252
13265,2.71,3.303368003
13267,2.3,20.35864747
13269,2.34,8.397803352
13271,2.6,14.22805918
13273,2.63,10.18791475
13275,2.53,31.7114458
13277,2.56,59.94980729
13279,2.56,28.68971257
13281,2.22,26.48100906
13283,2.39,13.12026026
13285,2.74,65.07102644
13287,2.51,10.77078095
13289,2.71,8.902957893
13291,2.45,27.30169352
13293,2.52,31.29241612
13295,2.62,59.52885189
13297,2.87,106.4910448
13299,2.38,15.28610844
13301,2.26,7.258817371
13303,2.53,11.64315277
13305,2.67,17.90377435
13307,2.37,4.818979543
13309,3.42,10.3735147
13311,2.46,46.39448436
13313,2.84,138.0549123
13315,2.59,9.04013343
13317,2.52,8.128280055
13319,2.77,7.802589675
13321,2.55,13.97434093
15001,2.84,18.94430327
15003,3.05,634.9517851
15005,1.34,2.414867625
15007,3.13,44.45801384
15009,2.99,54.94076903
16001,2.59,163.7075373
16003,2.36,1.138640153
16005,2.69,29.5228912
16007,2.52,2.359204372
16009,2.69,4.515359408
16011,3.07,8.399768947
16013,2.64,3.219398972
16015,2.28,1.455945665
16017,2.4,9.514596564
16019,2.84,23.25677336
16021,2.48,3.514744341
16023,2.43,0.44920357
16025,2.48,0.318446855
16027,2.95,139.5848719
16029,2.61,1.514037097
16031,2.94,3.553855593
16033,3.46,0.235846759
16035,2.06,1.357548779
16037,2.28,0.324825617
16039,2.5,3.318886841
16041,3.08,7.732887224
16043,2.87,2.685581046
16045,2.57,11.76165012
16047,2.78,8.030460038
16049,2.42,0.744058927
16051,3.23,9.873907162
16053,2.97,15.14174383
16055,2.51,47.91421073
16057,2.32,14.08190883
16059,2.14,0.659734273
16061,2.33,3.100451505
16063,3.13,1.710098036
16065,3.6,31.84557978
16067,2.82,10.51458226
16069,2.4,18.27603307
16071,2.71,1.39311591
16073,2.66,0.576771202
16075,2.61,21.86372277
16077,2.96,2.12134991
16079,2.21,1.833726538
16081,2.97,9.525938818
16083,2.69,16.80980654
16085,2.95,1.09569475
16087,2.46,2.664189578
17001,2.38,29.99225904
17003,2.76,10.7082503
17005,2.41,16.96523477
17007,2.84,73.71852195
17009,2.3,8.431176356
17011,2.39,14.82995898
17013,2.62,7.389684233
17015,2.21,12.63341931
17017,2.49,13.01388792
17019,2.35,81.18425593
17021,2.26,18.08415147
17023,2.31,12.1937788
17025,2.3,10.99754848
17027,2.49,30.65007094
17029,2.26,39.29935727
17031,2.61,2134.420727
17033,2.21,16.61337463
17035,2.48,12.12707605
17037,2.64,63.72410485
17039,2.37,15.57998011
17041,2.56,18.26796996
17043,2.69,1097.706801
17045,2.27,10.86302996
17047,2.32,11.29565936
17049,2.49,27.56033687
17051,2.62,11.70653283
17053,2.25,10.65286252
17055,2.4,36.94368005
17057,2.33,15.79639524
17059,2.23,6.164676977
17061,2.58,9.398361553
17063,2.59,46.64480696
17065,2.4,7.303033893
17067,2.4,8.810529687
17069,2.71,8.721837437
17071,2.28,7.016907047
17073,2.43,23.20555427
17075,2.35,9.733358959
17077,2.28,38.70528382
17079,2.61,7.492328536
17081,2.34,25.79999368
17083,2.43,23.07397937
17085,2.22,14.02907606
17087,2.38,14.14742746
17089,2.95,394.6365022
17091,2.63,63.38660191
17093,3.08,150.2481058
17095,2.25,27.48428763
17097,2.8,611.9473932
17099,2.4,37.54987471
17101,2.25,16.79466841
17103,2.28,18.39148611
17105,2.37,13.43849744
17107,2.3,18.24530364
17109,2.42,20.22523095
17111,2.74,196.9447844
17113,2.51,56.52329122
17115,2.33,70.834027
17117,2.39,20.45636741
17119,2.42,143.2523604
17121,2.35,25.68659269
17123,2.35,11.77202362
17125,2.25,9.864005992
17127,2.35,23.48666437
17129,2.35,15.185519620000001
17131,2.33,10.79671493
17133,2.52,34.00712549
17135,2.27,15.91758335
17137,2.22,23.36849172
17139,2.43,16.89759553
17141,2.43,26.1245481
17143,2.43,115.1201013
17145,2.25,18.68972794
17147,2.44,14.44259449
17149,2.34,7.316126073
17151,2.44,4.448703804
17153,2.57,10.8764031
17155,2.4,13.85716437
17157,2.39,21.84206736
17159,2.4,17.0298773
17161,2.33,131.2377894
17163,2.52,154.6589893
17165,2.37,24.62737221
17167,2.31,87.89318766
17169,2.18,6.237462724
17171,2.55,7.766273484
17173,2.35,11.11301667
17175,2.35,7.372807136
17177,2.28,31.07125531
17179,2.4,79.94877325
17181,2.5,15.99374516
17183,2.43,33.70082419
17185,2.35,20.0133439
17187,2.42,12.34242775
17189,2.33,9.714770175
17191,2.32,8.916961044
17193,2.24,10.94427594
17195,2.37,31.82333406
17197,2.98,318.1154816
17199,2.41,61.84074421
17201,2.46,215.2923728
17203,2.59,28.39687664
18001,2.78,40.08179351
18003,2.54,217.3430355
18005,2.56,77.70463936
18007,2.51,8.233768324
18009,2.29,28.36798485
18011,2.58,58.72257117
18013,2.44,18.60542575
18015,2.52,20.73948855
18017,2.52,35.67665338
18019,2.57,119.8157579
18021,2.45,28.36099234
18023,2.64,30.78868401
18025,2.68,13.36770047
18027,2.83,29.60963487
18029,2.62,62.64777877
18031,2.51,27.51656313
18033,2.52,45.44274523
18035,2.35,113.8465819
18037,2.5,38.33111647
18039,2.77,169.7260192
18041,2.39,41.76501177
18043,2.57,200.4267844
18045,2.32,16.08752413
18047,2.59,22.94131686
18049,2.54,21.1833331
18051,2.47,26.61237944
18053,2.36,62.42078621
18055,2.5,22.98602823
18057,2.69,309.5004043
18059,2.59,93.1702752
18061,2.7,31.64581592
18063,2.72,152.7163239
18065,2.45,47.76859054
18067,2.35,108.5658021
18069,2.37,36.70626238
18071,2.58,33.26551785
18073,2.6,23.07748838
18075,2.54,21.11313165
18077,2.32,34.51373468
18079,2.57,28.42732454
18081,2.67,182.6191346
18083,2.35,27.99003863
18085,2.52,57.25465489
18087,3.2,39.60594245
18089,2.59,376.8351487
18091,2.38,71.34668635
18093,2.43,39.21290011
18095,2.4,110.6436258
18097,2.51,919.8842006
18099,2.66,40.55371396
18101,2.36,11.74081825
18103,2.46,37.07835076
18105,2.35,142.2998736
18107,2.42,29.28470884
18109,2.65,66.66490505
18111,2.48,13.47185339
18113,2.58,44.59381316
18115,2.32,26.38409816
18117,2.44,18.94466405
18119,2.38,20.9216928
18121,2.53,14.7560218
18123,2.34,19.35977641
18125,2.37,14.33429022
18127,2.56,155.1921167
18129,2.49,24.13447884
18131,2.41,11.27148482
18133,2.4,30.17790917
18135,2.36,21.40217336
18137,2.5,24.58406455
18139,2.45,15.80268731
18141,2.54,227.030765
18143,2.59,48.14793346
18145,2.46,41.6959742
18147,2.5,19.97423724
18149,2.62,28.65190254
18151,2.34,43.10708625
18153,2.42,17.95244612
18155,2.45,18.59635835
18157,2.5,146.493852
18159,2.38,22.55194746
18161,2.49,17.13372852
18163,2.32,299.58893
18165,2.32,23.38881211
18167,2.36,103.036695
18169,2.31,29.60432149
18171,2.41,8.731197785
18173,2.52,62.13523904
18175,2.57,20.91543017
18177,2.4,64.01937413
18179,2.52,29.31479067
18181,2.45,18.51066263
18183,2.45,38.71472137
19001,2.22,4.831782244
19003,2.19,3.397507664
19005,2.27,8.386120959
19007,2.28,9.71289233
19009,2.06,4.913426442
19011,2.47,13.81681748
19013,2.41,90.75418035
19015,2.35,17.83319785
19017,2.43,21.97208698
19019,2.59,14.28246931
19021,2.55,13.60661307
19023,2.32,9.806636156
19025,2.14,6.626489394
19027,2.3,13.79408452
19029,2.16,9.026137483
19031,2.4,12.29012208
19033,2.17,29.2032628
19035,2.06,7.675106756
19037,2.29,9.262594494
19039,2.36,8.311870359
19041,2.18,11.10377907
19043,2.27,8.764586182
19045,2.35,26.23486556
19047,2.56,9.261827704
19049,2.54,55.12878593
19051,2.73,6.831137227
19053,2.26,5.839279272
19055,2.45,11.53463723
19057,2.31,36.74252075
19059,2.08,17.30620856
19061,2.42,61.44255068
19063,2.1,9.315063516
19065,2.31,10.52861836
19067,2.3,12.23015567
19069,2.4,6.796916751
19071,2.28,5.263174731
19073,2.28,6.10247441
19075,2.37,9.494553801
19077,2.39,6.977844134
19079,2.36,10.11524843
19081,2.24,7.362253331
19083,2.27,11.61542289
19085,2.28,7.836261216
19087,2.39,17.71515424
19089,2.33,7.558112542
19091,2.24,8.502999552
19093,2.26,6.188261505
19095,2.34,10.67013973
19097,2.32,11.77365436
19099,2.41,19.500879
19101,2.46,16.025712
19103,2.39,92.59088846
19105,2.35,13.79608334
19107,2.29,6.799743695
19109,2.22,5.983658257
19111,2.36,25.768240080000002
19113,2.42,119.5965626
19115,2.55,10.7852898
19117,2.32,7.708532684
19119,2.55,7.732552439
19121,2.49,10.93600046
19123,2.44,15.02034603
19125,2.36,23.12270871
19127,2.55,27.15919211
19129,2.58,13.20181439
19131,2.37,8.7494411
19133,2.11,4.893087803
19135,2.32,6.999781518
19137,2.17,9.245217486
19139,2.56,37.9089724
19141,2.24,9.373015524
19143,2.31,5.921980088
19145,2.27,11.08843544
19147,2.28,6.200391523
19149,2.44,11.20455973
19151,2.1,4.613901338
19153,2.53,320.0174034
19155,2.47,37.9810442
19157,2.2,12.28097258
19159,2.39,3.593542221
19161,2.21,6.625930765
19163,2.52,145.2145154
19165,2.27,7.642585061
19167,2.67,17.50981089
19169,2.32,65.34233437
19171,2.48,9.176343253
19173,2.3,4.501244934
19175,2.34,11.34942911
19177,2.49,5.752416083
19179,2.39,31.57485744
19181,2.51,33.44528713
19183,2.5,15.03038264
19185,2.36,4.711928652
19187,2.23,19.82923648
19189,2.16,10.19125402
19191,2.21,11.41847033
19193,2.55,45.29299731
19195,2.33,7.226567749
19197,2.21,8.517437047
20001,2.31,9.747146923
20003,2.52,5.230212046
20005,2.49,14.65251573
20007,2.39,1.611380319
20009,2.42,11.5542922
20011,2.49,8.932705769
20013,2.44,6.536133047
20015,2.6,17.95065849
20017,2.48,1.321045619
20019,2.28,2.034817149
20021,2.5,13.35991581
20023,2.15,1.013438597
20025,2.23,0.813294675
20027,2.35,4.871615365
20029,2.26,4.890089966
20031,2.3,5.109557631
20033,2.3,0.871830565
20035,2.46,12.20689123
20037,2.47,25.60264884
20039,1.89,1.244923019
20041,2.39,8.662222525
20043,2.33,7.590969279
20045,2.39,101.0833249
20047,2.17,1.81598148
20049,2.26,1.53538511
20051,2.39,12.38993784
20053,2.2,3.395507757
20055,2.91,10.95945138
20057,3,12.12300932
20059,2.5,17.26231922
20061,2.66,35.02556585
20063,2.13,0.943579106
20065,2.06,1.093601149
20067,2.91,5.115714933
20069,2.73,2.682686448
20071,2.37,0.595220999
20073,2.2,2.07892651
20075,3.07,1.013577
20077,2.43,2.733593392
20079,2.48,24.71813981
20081,3.01,2.705629722
20083,2.38,0.826984606
20085,2.44,7.835959798
20087,2.45,13.69330407
20089,2.09,1.237263753
20091,2.57,477.3188482
20093,3.07,1.743915297
20095,2.37,3.340637513
20097,2.39,1.349627327
20099,2.47,12.18442316
20101,2.08,0.883707806
20103,2.74,66.68979644
20105,2.4,1.662170248
20107,2.2,6.261931225
20109,2.44,1.011140639
20111,2.35,15.17048729
20113,2.22,12.30581098
20115,2.35,4.91960919
20117,2.34,4.202549527
20119,2.47,1.682047343
20121,2.55,22.21024227
20123,2.28,3.423133399
20125,2.37,19.7792301
20127,2.44,3.090626674
20129,2.47,1.501591773
20131,2.43,5.43773105
20133,2.35,10.89445191
20135,2.21,1.06158934
20137,2.41,2.412358825
20139,2.39,8.691733943
20141,2.07,1.558657342
20143,2.4,3.161757751
20145,2.25,3.434292967
20147,2.25,2.357047716
20149,2.67,10.81224348
20151,2.49,5.033247832
20153,2.12,0.90584952
20155,2.41,19.40502446
20157,2.04,2.522068827
20159,2.36,5.189969677
20161,2.46,47.68079694
20163,2.34,2.218990522
20165,2.16,1.668641256
20167,2.3,3.039553587
20169,2.41,29.47167687
20171,2.4,2.662847404
20173,2.58,198.2078776
20175,3.03,13.69716362
20177,2.41,126.5335231
20179,2.19,1.079931148
20181,2.19,2.181198713
20183,2.14,1.579395489
20185,2.26,2.054217141
20187,2.52,1.170759906
20189,2.92,3.018694584
20191,2.44,7.583249161
20193,2.26,2.810925259
20195,2.01,1.240598197
20197,2.47,3.348043622
20199,2.45,0.665582497
20201,2.29,2.384118733
20203,2.34,1.151483051
20205,2.28,5.942943942
20207,2.14,2.458613973
20209,2.72,418.4522062
21001,2.55,18.33015572
21003,2.67,23.31589108
21005,2.56,42.43425602
21007,2.58,12.65273497
21009,2.53,34.5887888
21011,2.63,16.98977355
21013,2.4,29.23546513
21015,2.76,202.3834146
21017,2.45,26.84294204
21019,2.45,116.1466556
21021,2.45,64.03928685
21023,2.45,15.81994256
21025,2.4,10.28421391
21027,2.58,13.60626856
21029,2.69,103.2955927
21031,2.51,11.54886161
21033,2.43,14.25192729
21035,2.4,38.88396268
21037,2.44,235.395229
21039,2.37,9.866558938
21041,2.61,32.16556487
21043,2.66,25.73102982
21045,2.43,13.72881922
21047,2.56,38.88576193
21049,2.46,54.85553722
21051,2.51,16.96542072
21053,2.62,19.98726953
21055,2.43,9.742567724
21057,2.39,8.492596421
21059,2.43,84.17676813
21061,2.4,15.45250458
21063,2.39,12.38625284
21065,2.58,21.8349095
21067,2.38,433.8783812
21069,2.45,16.03917638
21071,2.38,36.25164412
21073,2.32,93.4339071
21075,2.29,11.64318162
21077,2.8,34.16949365
21079,2.52,29.0761375
21081,2.77,37.28883301
21083,2.53,26.09718483
21085,2.65,20.21768556
21087,2.44,14.87858376
21089,2.52,40.08840324
21091,2.61,17.93766824
21093,2.56,66.94972341
21095,2.36,22.48991942
21097,2.56,23.5230933
21099,2.51,17.43235989
21101,2.42,40.81079235
21103,2.62,21.32703228
21105,2.38,7.279820792
21107,2.41,32.52551379
21109,2.43,14.95775337
21111,2.42,778.0698343
21113,2.69,117.5630452
21115,2.55,33.66765309
21117,2.55,396.7181937
21119,2.33,17.03924339
21121,2.51,31.45054702
21123,2.45,20.89697527
21125,2.61,53.53987233
21127,2.63,14.66293087
21129,2.17,12.48007927
21131,2.41,10.08662946
21133,2.27,25.90845342
21135,2.46,10.78726509
21137,2.49,28.37157269
21139,2.32,11.42171308
21141,2.51,18.77258386
21143,2.12,14.7802121
21145,2.3,101.3342058
21147,2.54,15.95325956
21149,2.42,14.2667498
21151,2.5,79.18923969
21153,2.47,15.85496055
21155,2.47,21.64635424
21157,2.28,39.94224602
21159,2.57,20.04174147
21161,2.51,27.58053737
21163,2.64,35.80829015
